FE,N,Eval,p_target,Iteration,Alg
500199,50,Sphere,0.3,11,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,11,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,11,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,11,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,11,cma-es-ppmf-dp-2-pt-0.9
3647,2,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3703,2,Ellips10,0.2,11,cma-es-ppmf-dp-2-pt-0.2
4207,2,Ellips10,0.3,11,cma-es-ppmf-dp-2-pt-0.3
5255,2,Ellips10,0.4,11,cma-es-ppmf-dp-2-pt-0.4
7567,2,Ellips10,0.5,11,cma-es-ppmf-dp-2-pt-0.5
18751,2,Ellips10,0.6,11,cma-es-ppmf-dp-2-pt-0.6
7711,2,Ellips10,0.9,11,cma-es-ppmf-dp-2-pt-0.9
12559,5,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
13839,5,Ellips10,0.2,11,cma-es-ppmf-dp-2-pt-0.2
16639,5,Ellips10,0.3,11,cma-es-ppmf-dp-2-pt-0.3
20879,5,Ellips10,0.4,11,cma-es-ppmf-dp-2-pt-0.4
29439,5,Ellips10,0.5,11,cma-es-ppmf-dp-2-pt-0.5
49979,5,Ellips10,0.6,11,cma-es-ppmf-dp-2-pt-0.6
16419,5,Ellips10,0.9,11,cma-es-ppmf-dp-2-pt-0.9
43239,10,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
56279,10,Ellips10,0.2,11,cma-es-ppmf-dp-2-pt-0.2
91919,10,Ellips10,0.3,11,cma-es-ppmf-dp-2-pt-0.3
66519,10,Ellips10,0.4,11,cma-es-ppmf-dp-2-pt-0.4
81119,10,Ellips10,0.5,11,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,11,cma-es-ppmf-dp-2-pt-0.6
38239,10,Ellips10,0.9,11,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,11,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,11,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,11,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,11,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,11,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,11,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,11,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,11,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,11,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,11,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,11,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,11,cma-es-ppmf-dp-2-pt-0.9
3783,2,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
4167,2,Ellips100,0.2,11,cma-es-ppmf-dp-2-pt-0.2
4199,2,Ellips100,0.3,11,cma-es-ppmf-dp-2-pt-0.3
5319,2,Ellips100,0.4,11,cma-es-ppmf-dp-2-pt-0.4
7807,2,Ellips100,0.5,11,cma-es-ppmf-dp-2-pt-0.5
18319,2,Ellips100,0.6,11,cma-es-ppmf-dp-2-pt-0.6
16455,2,Ellips100,0.9,11,cma-es-ppmf-dp-2-pt-0.9
13199,5,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
14219,5,Ellips100,0.2,11,cma-es-ppmf-dp-2-pt-0.2
16459,5,Ellips100,0.3,11,cma-es-ppmf-dp-2-pt-0.3
21419,5,Ellips100,0.4,11,cma-es-ppmf-dp-2-pt-0.4
29159,5,Ellips100,0.5,11,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,11,cma-es-ppmf-dp-2-pt-0.6
24399,5,Ellips100,0.9,11,cma-es-ppmf-dp-2-pt-0.9
44519,10,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
55439,10,Ellips100,0.2,11,cma-es-ppmf-dp-2-pt-0.2
95959,10,Ellips100,0.3,11,cma-es-ppmf-dp-2-pt-0.3
68239,10,Ellips100,0.4,11,cma-es-ppmf-dp-2-pt-0.4
80599,10,Ellips100,0.5,11,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips100,0.6,11,cma-es-ppmf-dp-2-pt-0.6
46679,10,Ellips100,0.9,11,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,11,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,11,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,11,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,11,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,11,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,11,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,11,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,11,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,11,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,11,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,11,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,11,cma-es-ppmf-dp-2-pt-0.9
3511,2,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3727,2,Sphere,0.2,12,cma-es-ppmf-dp-2-pt-0.2
4135,2,Sphere,0.3,12,cma-es-ppmf-dp-2-pt-0.3
5415,2,Sphere,0.4,12,cma-es-ppmf-dp-2-pt-0.4
7519,2,Sphere,0.5,12,cma-es-ppmf-dp-2-pt-0.5
16191,2,Sphere,0.6,12,cma-es-ppmf-dp-2-pt-0.6
17775,2,Sphere,0.9,12,cma-es-ppmf-dp-2-pt-0.9
12419,5,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
13479,5,Sphere,0.2,12,cma-es-ppmf-dp-2-pt-0.2
15779,5,Sphere,0.3,12,cma-es-ppmf-dp-2-pt-0.3
20239,5,Sphere,0.4,12,cma-es-ppmf-dp-2-pt-0.4
28079,5,Sphere,0.5,12,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,12,cma-es-ppmf-dp-2-pt-0.6
16899,5,Sphere,0.9,12,cma-es-ppmf-dp-2-pt-0.9
42919,10,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
56439,10,Sphere,0.2,12,cma-es-ppmf-dp-2-pt-0.2
100039,10,Sphere,0.3,12,cma-es-ppmf-dp-2-pt-0.3
66839,10,Sphere,0.4,12,cma-es-ppmf-dp-2-pt-0.4
80599,10,Sphere,0.5,12,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,12,cma-es-ppmf-dp-2-pt-0.6
53399,10,Sphere,0.9,12,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,12,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,12,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,12,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,12,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,12,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,12,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,12,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,12,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,12,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,12,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,12,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,12,cma-es-ppmf-dp-2-pt-0.9
3495,2,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3807,2,Ellips10,0.2,12,cma-es-ppmf-dp-2-pt-0.2
4519,2,Ellips10,0.3,12,cma-es-ppmf-dp-2-pt-0.3
5591,2,Ellips10,0.4,12,cma-es-ppmf-dp-2-pt-0.4
6479,2,Ellips10,0.5,12,cma-es-ppmf-dp-2-pt-0.5
15559,2,Ellips10,0.6,12,cma-es-ppmf-dp-2-pt-0.6
9095,2,Ellips10,0.9,12,cma-es-ppmf-dp-2-pt-0.9
12559,5,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
13999,5,Ellips10,0.2,12,cma-es-ppmf-dp-2-pt-0.2
16459,5,Ellips10,0.3,12,cma-es-ppmf-dp-2-pt-0.3
20539,5,Ellips10,0.4,12,cma-es-ppmf-dp-2-pt-0.4
29339,5,Ellips10,0.5,12,cma-es-ppmf-dp-2-pt-0.5
13499,5,Ellips10,0.6,12,cma-es-ppmf-dp-2-pt-0.6
15359,5,Ellips10,0.9,12,cma-es-ppmf-dp-2-pt-0.9
43639,10,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
55839,10,Ellips10,0.2,12,cma-es-ppmf-dp-2-pt-0.2
98559,10,Ellips10,0.3,12,cma-es-ppmf-dp-2-pt-0.3
67359,10,Ellips10,0.4,12,cma-es-ppmf-dp-2-pt-0.4
79799,10,Ellips10,0.5,12,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,12,cma-es-ppmf-dp-2-pt-0.6
39399,10,Ellips10,0.9,12,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,12,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,12,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,12,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,12,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,12,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,12,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,12,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,12,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,12,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,12,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,12,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,12,cma-es-ppmf-dp-2-pt-0.9
3639,2,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3991,2,Ellips100,0.2,12,cma-es-ppmf-dp-2-pt-0.2
4327,2,Ellips100,0.3,12,cma-es-ppmf-dp-2-pt-0.3
5535,2,Ellips100,0.4,12,cma-es-ppmf-dp-2-pt-0.4
8775,2,Ellips100,0.5,12,cma-es-ppmf-dp-2-pt-0.5
17991,2,Ellips100,0.6,12,cma-es-ppmf-dp-2-pt-0.6
8735,2,Ellips100,0.9,12,cma-es-ppmf-dp-2-pt-0.9
13059,5,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
14159,5,Ellips100,0.2,12,cma-es-ppmf-dp-2-pt-0.2
17059,5,Ellips100,0.3,12,cma-es-ppmf-dp-2-pt-0.3
21059,5,Ellips100,0.4,12,cma-es-ppmf-dp-2-pt-0.4
29119,5,Ellips100,0.5,12,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,12,cma-es-ppmf-dp-2-pt-0.6
24279,5,Ellips100,0.9,12,cma-es-ppmf-dp-2-pt-0.9
44199,10,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
56439,10,Ellips100,0.2,12,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips100,0.3,12,cma-es-ppmf-dp-2-pt-0.3
68239,10,Ellips100,0.4,12,cma-es-ppmf-dp-2-pt-0.4
82639,10,Ellips100,0.5,12,cma-es-ppmf-dp-2-pt-0.5
47119,10,Ellips100,0.6,12,cma-es-ppmf-dp-2-pt-0.6
46519,10,Ellips100,0.9,12,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,12,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,12,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,12,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,12,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,12,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,12,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,12,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,12,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,12,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,12,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,12,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,12,cma-es-ppmf-dp-2-pt-0.9
3503,2,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
3655,2,Sphere,0.2,13,cma-es-ppmf-dp-2-pt-0.2
4303,2,Sphere,0.3,13,cma-es-ppmf-dp-2-pt-0.3
5023,2,Sphere,0.4,13,cma-es-ppmf-dp-2-pt-0.4
7319,2,Sphere,0.5,13,cma-es-ppmf-dp-2-pt-0.5
15391,2,Sphere,0.6,13,cma-es-ppmf-dp-2-pt-0.6
10143,2,Sphere,0.9,13,cma-es-ppmf-dp-2-pt-0.9
12339,5,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
13799,5,Sphere,0.2,13,cma-es-ppmf-dp-2-pt-0.2
16019,5,Sphere,0.3,13,cma-es-ppmf-dp-2-pt-0.3
21019,5,Sphere,0.4,13,cma-es-ppmf-dp-2-pt-0.4
28779,5,Sphere,0.5,13,cma-es-ppmf-dp-2-pt-0.5
44999,5,Sphere,0.6,13,cma-es-ppmf-dp-2-pt-0.6
18339,5,Sphere,0.9,13,cma-es-ppmf-dp-2-pt-0.9
42759,10,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
56079,10,Sphere,0.2,13,cma-es-ppmf-dp-2-pt-0.2
91439,10,Sphere,0.3,13,cma-es-ppmf-dp-2-pt-0.3
66199,10,Sphere,0.4,13,cma-es-ppmf-dp-2-pt-0.4
78439,10,Sphere,0.5,13,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,13,cma-es-ppmf-dp-2-pt-0.6
38319,10,Sphere,0.9,13,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,13,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,13,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,13,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,13,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,13,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,13,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,13,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,13,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,13,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,13,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,13,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,13,cma-es-ppmf-dp-2-pt-0.9
3783,2,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
3815,2,Ellips10,0.2,13,cma-es-ppmf-dp-2-pt-0.2
4127,2,Ellips10,0.3,13,cma-es-ppmf-dp-2-pt-0.3
5727,2,Ellips10,0.4,13,cma-es-ppmf-dp-2-pt-0.4
7447,2,Ellips10,0.5,13,cma-es-ppmf-dp-2-pt-0.5
16071,2,Ellips10,0.6,13,cma-es-ppmf-dp-2-pt-0.6
9583,2,Ellips10,0.9,13,cma-es-ppmf-dp-2-pt-0.9
12659,5,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
13799,5,Ellips10,0.2,13,cma-es-ppmf-dp-2-pt-0.2
16379,5,Ellips10,0.3,13,cma-es-ppmf-dp-2-pt-0.3
21159,5,Ellips10,0.4,13,cma-es-ppmf-dp-2-pt-0.4
28299,5,Ellips10,0.5,13,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips10,0.6,13,cma-es-ppmf-dp-2-pt-0.6
15279,5,Ellips10,0.9,13,cma-es-ppmf-dp-2-pt-0.9
43199,10,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
56479,10,Ellips10,0.2,13,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips10,0.3,13,cma-es-ppmf-dp-2-pt-0.3
68959,10,Ellips10,0.4,13,cma-es-ppmf-dp-2-pt-0.4
80479,10,Ellips10,0.5,13,cma-es-ppmf-dp-2-pt-0.5
47319,10,Ellips10,0.6,13,cma-es-ppmf-dp-2-pt-0.6
43599,10,Ellips10,0.9,13,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,13,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,13,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,13,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,13,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,13,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,13,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,13,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,13,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,13,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,13,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,13,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,13,cma-es-ppmf-dp-2-pt-0.9
3767,2,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
3863,2,Ellips100,0.2,13,cma-es-ppmf-dp-2-pt-0.2
4495,2,Ellips100,0.3,13,cma-es-ppmf-dp-2-pt-0.3
5607,2,Ellips100,0.4,13,cma-es-ppmf-dp-2-pt-0.4
6895,2,Ellips100,0.5,13,cma-es-ppmf-dp-2-pt-0.5
5663,2,Ellips100,0.6,13,cma-es-ppmf-dp-2-pt-0.6
13423,2,Ellips100,0.9,13,cma-es-ppmf-dp-2-pt-0.9
12979,5,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
14219,5,Ellips100,0.2,13,cma-es-ppmf-dp-2-pt-0.2
16719,5,Ellips100,0.3,13,cma-es-ppmf-dp-2-pt-0.3
20659,5,Ellips100,0.4,13,cma-es-ppmf-dp-2-pt-0.4
29399,5,Ellips100,0.5,13,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,13,cma-es-ppmf-dp-2-pt-0.6
16519,5,Ellips100,0.9,13,cma-es-ppmf-dp-2-pt-0.9
44599,10,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
56759,10,Ellips100,0.2,13,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips100,0.3,13,cma-es-ppmf-dp-2-pt-0.3
69039,10,Ellips100,0.4,13,cma-es-ppmf-dp-2-pt-0.4
80839,10,Ellips100,0.5,13,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips100,0.6,13,cma-es-ppmf-dp-2-pt-0.6
63399,10,Ellips100,0.9,13,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,13,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,13,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,13,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,13,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,13,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,13,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,13,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,13,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,13,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,13,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,13,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,13,cma-es-ppmf-dp-2-pt-0.9
3527,2,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
3903,2,Sphere,0.2,14,cma-es-ppmf-dp-2-pt-0.2
4079,2,Sphere,0.3,14,cma-es-ppmf-dp-2-pt-0.3
5239,2,Sphere,0.4,14,cma-es-ppmf-dp-2-pt-0.4
7239,2,Sphere,0.5,14,cma-es-ppmf-dp-2-pt-0.5
18095,2,Sphere,0.6,14,cma-es-ppmf-dp-2-pt-0.6
8207,2,Sphere,0.9,14,cma-es-ppmf-dp-2-pt-0.9
12419,5,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
13739,5,Sphere,0.2,14,cma-es-ppmf-dp-2-pt-0.2
16059,5,Sphere,0.3,14,cma-es-ppmf-dp-2-pt-0.3
20119,5,Sphere,0.4,14,cma-es-ppmf-dp-2-pt-0.4
28419,5,Sphere,0.5,14,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,14,cma-es-ppmf-dp-2-pt-0.6
17499,5,Sphere,0.9,14,cma-es-ppmf-dp-2-pt-0.9
42239,10,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
57159,10,Sphere,0.2,14,cma-es-ppmf-dp-2-pt-0.2
100039,10,Sphere,0.3,14,cma-es-ppmf-dp-2-pt-0.3
66119,10,Sphere,0.4,14,cma-es-ppmf-dp-2-pt-0.4
79999,10,Sphere,0.5,14,cma-es-ppmf-dp-2-pt-0.5
59279,10,Sphere,0.6,14,cma-es-ppmf-dp-2-pt-0.6
37199,10,Sphere,0.9,14,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,14,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,14,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,14,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,14,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,14,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,14,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,14,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,14,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,14,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,14,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,14,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,14,cma-es-ppmf-dp-2-pt-0.9
3639,2,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
3871,2,Ellips10,0.2,14,cma-es-ppmf-dp-2-pt-0.2
4223,2,Ellips10,0.3,14,cma-es-ppmf-dp-2-pt-0.3
5127,2,Ellips10,0.4,14,cma-es-ppmf-dp-2-pt-0.4
7599,2,Ellips10,0.5,14,cma-es-ppmf-dp-2-pt-0.5
9487,2,Ellips10,0.6,14,cma-es-ppmf-dp-2-pt-0.6
6271,2,Ellips10,0.9,14,cma-es-ppmf-dp-2-pt-0.9
12679,5,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
13879,5,Ellips10,0.2,14,cma-es-ppmf-dp-2-pt-0.2
16459,5,Ellips10,0.3,14,cma-es-ppmf-dp-2-pt-0.3
20419,5,Ellips10,0.4,14,cma-es-ppmf-dp-2-pt-0.4
30119,5,Ellips10,0.5,14,cma-es-ppmf-dp-2-pt-0.5
44159,5,Ellips10,0.6,14,cma-es-ppmf-dp-2-pt-0.6
16799,5,Ellips10,0.9,14,cma-es-ppmf-dp-2-pt-0.9
43439,10,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
57399,10,Ellips10,0.2,14,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips10,0.3,14,cma-es-ppmf-dp-2-pt-0.3
68639,10,Ellips10,0.4,14,cma-es-ppmf-dp-2-pt-0.4
81079,10,Ellips10,0.5,14,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,14,cma-es-ppmf-dp-2-pt-0.6
50479,10,Ellips10,0.9,14,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,14,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,14,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,14,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,14,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,14,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,14,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,14,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,14,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,14,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,14,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,14,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,14,cma-es-ppmf-dp-2-pt-0.9
3855,2,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
4031,2,Ellips100,0.2,14,cma-es-ppmf-dp-2-pt-0.2
4255,2,Ellips100,0.3,14,cma-es-ppmf-dp-2-pt-0.3
5727,2,Ellips100,0.4,14,cma-es-ppmf-dp-2-pt-0.4
9215,2,Ellips100,0.5,14,cma-es-ppmf-dp-2-pt-0.5
16247,2,Ellips100,0.6,14,cma-es-ppmf-dp-2-pt-0.6
