FE,N,Eval,p_target,Iteration,Alg
13959,5,Ellips10,0.2,4,cma-es-ppmf-dp-2-pt-0.2
16339,5,Ellips10,0.3,4,cma-es-ppmf-dp-2-pt-0.3
21039,5,Ellips10,0.4,4,cma-es-ppmf-dp-2-pt-0.4
29199,5,Ellips10,0.5,4,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips10,0.6,4,cma-es-ppmf-dp-2-pt-0.6
24399,5,Ellips10,0.9,4,cma-es-ppmf-dp-2-pt-0.9
43439,10,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
57479,10,Ellips10,0.2,4,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips10,0.3,4,cma-es-ppmf-dp-2-pt-0.3
66919,10,Ellips10,0.4,4,cma-es-ppmf-dp-2-pt-0.4
42479,10,Ellips10,0.5,4,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,4,cma-es-ppmf-dp-2-pt-0.6
37719,10,Ellips10,0.9,4,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,4,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,4,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,4,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,4,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,4,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,4,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,4,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,4,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,4,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,4,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,4,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,4,cma-es-ppmf-dp-2-pt-0.9
3719,2,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
4039,2,Ellips100,0.2,4,cma-es-ppmf-dp-2-pt-0.2
4223,2,Ellips100,0.3,4,cma-es-ppmf-dp-2-pt-0.3
5559,2,Ellips100,0.4,4,cma-es-ppmf-dp-2-pt-0.4
8031,2,Ellips100,0.5,4,cma-es-ppmf-dp-2-pt-0.5
19343,2,Ellips100,0.6,4,cma-es-ppmf-dp-2-pt-0.6
17679,2,Ellips100,0.9,4,cma-es-ppmf-dp-2-pt-0.9
12939,5,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
14299,5,Ellips100,0.2,4,cma-es-ppmf-dp-2-pt-0.2
16219,5,Ellips100,0.3,4,cma-es-ppmf-dp-2-pt-0.3
20639,5,Ellips100,0.4,4,cma-es-ppmf-dp-2-pt-0.4
30239,5,Ellips100,0.5,4,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,4,cma-es-ppmf-dp-2-pt-0.6
20099,5,Ellips100,0.9,4,cma-es-ppmf-dp-2-pt-0.9
44919,10,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
56959,10,Ellips100,0.2,4,cma-es-ppmf-dp-2-pt-0.2
96719,10,Ellips100,0.3,4,cma-es-ppmf-dp-2-pt-0.3
68359,10,Ellips100,0.4,4,cma-es-ppmf-dp-2-pt-0.4
82399,10,Ellips100,0.5,4,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips100,0.6,4,cma-es-ppmf-dp-2-pt-0.6
34399,10,Ellips100,0.9,4,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,4,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,4,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,4,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,4,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,4,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,4,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,4,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,4,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,4,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,4,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,4,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,4,cma-es-ppmf-dp-2-pt-0.9
3695,2,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3615,2,Sphere,0.2,5,cma-es-ppmf-dp-2-pt-0.2
4631,2,Sphere,0.3,5,cma-es-ppmf-dp-2-pt-0.3
5487,2,Sphere,0.4,5,cma-es-ppmf-dp-2-pt-0.4
7535,2,Sphere,0.5,5,cma-es-ppmf-dp-2-pt-0.5
14055,2,Sphere,0.6,5,cma-es-ppmf-dp-2-pt-0.6
12775,2,Sphere,0.9,5,cma-es-ppmf-dp-2-pt-0.9
12219,5,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
13839,5,Sphere,0.2,5,cma-es-ppmf-dp-2-pt-0.2
15939,5,Sphere,0.3,5,cma-es-ppmf-dp-2-pt-0.3
20279,5,Sphere,0.4,5,cma-es-ppmf-dp-2-pt-0.4
28339,5,Sphere,0.5,5,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,5,cma-es-ppmf-dp-2-pt-0.6
15239,5,Sphere,0.9,5,cma-es-ppmf-dp-2-pt-0.9
41959,10,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
55919,10,Sphere,0.2,5,cma-es-ppmf-dp-2-pt-0.2
100039,10,Sphere,0.3,5,cma-es-ppmf-dp-2-pt-0.3
66479,10,Sphere,0.4,5,cma-es-ppmf-dp-2-pt-0.4
79919,10,Sphere,0.5,5,cma-es-ppmf-dp-2-pt-0.5
46319,10,Sphere,0.6,5,cma-es-ppmf-dp-2-pt-0.6
47679,10,Sphere,0.9,5,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,5,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,5,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,5,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,5,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,5,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,5,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,5,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,5,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,5,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,5,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,5,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,5,cma-es-ppmf-dp-2-pt-0.9
3671,2,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3919,2,Ellips10,0.2,5,cma-es-ppmf-dp-2-pt-0.2
4319,2,Ellips10,0.3,5,cma-es-ppmf-dp-2-pt-0.3
5519,2,Ellips10,0.4,5,cma-es-ppmf-dp-2-pt-0.4
7631,2,Ellips10,0.5,5,cma-es-ppmf-dp-2-pt-0.5
18831,2,Ellips10,0.6,5,cma-es-ppmf-dp-2-pt-0.6
15487,2,Ellips10,0.9,5,cma-es-ppmf-dp-2-pt-0.9
12759,5,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
13759,5,Ellips10,0.2,5,cma-es-ppmf-dp-2-pt-0.2
16499,5,Ellips10,0.3,5,cma-es-ppmf-dp-2-pt-0.3
19919,5,Ellips10,0.4,5,cma-es-ppmf-dp-2-pt-0.4
30539,5,Ellips10,0.5,5,cma-es-ppmf-dp-2-pt-0.5
47759,5,Ellips10,0.6,5,cma-es-ppmf-dp-2-pt-0.6
12679,5,Ellips10,0.9,5,cma-es-ppmf-dp-2-pt-0.9
43239,10,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
56959,10,Ellips10,0.2,5,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips10,0.3,5,cma-es-ppmf-dp-2-pt-0.3
67359,10,Ellips10,0.4,5,cma-es-ppmf-dp-2-pt-0.4
80279,10,Ellips10,0.5,5,cma-es-ppmf-dp-2-pt-0.5
38039,10,Ellips10,0.6,5,cma-es-ppmf-dp-2-pt-0.6
41999,10,Ellips10,0.9,5,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,5,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,5,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,5,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,5,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,5,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,5,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,5,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,5,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,5,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,5,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,5,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,5,cma-es-ppmf-dp-2-pt-0.9
3727,2,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
4159,2,Ellips100,0.2,5,cma-es-ppmf-dp-2-pt-0.2
4519,2,Ellips100,0.3,5,cma-es-ppmf-dp-2-pt-0.3
5583,2,Ellips100,0.4,5,cma-es-ppmf-dp-2-pt-0.4
7583,2,Ellips100,0.5,5,cma-es-ppmf-dp-2-pt-0.5
16887,2,Ellips100,0.6,5,cma-es-ppmf-dp-2-pt-0.6
10287,2,Ellips100,0.9,5,cma-es-ppmf-dp-2-pt-0.9
13079,5,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
14439,5,Ellips100,0.2,5,cma-es-ppmf-dp-2-pt-0.2
16899,5,Ellips100,0.3,5,cma-es-ppmf-dp-2-pt-0.3
21359,5,Ellips100,0.4,5,cma-es-ppmf-dp-2-pt-0.4
29239,5,Ellips100,0.5,5,cma-es-ppmf-dp-2-pt-0.5
15399,5,Ellips100,0.6,5,cma-es-ppmf-dp-2-pt-0.6
18759,5,Ellips100,0.9,5,cma-es-ppmf-dp-2-pt-0.9
44599,10,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
55959,10,Ellips100,0.2,5,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips100,0.3,5,cma-es-ppmf-dp-2-pt-0.3
68759,10,Ellips100,0.4,5,cma-es-ppmf-dp-2-pt-0.4
82479,10,Ellips100,0.5,5,cma-es-ppmf-dp-2-pt-0.5
46239,10,Ellips100,0.6,5,cma-es-ppmf-dp-2-pt-0.6
47279,10,Ellips100,0.9,5,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,5,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,5,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,5,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,5,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,5,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,5,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,5,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,5,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,5,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,5,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,5,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,5,cma-es-ppmf-dp-2-pt-0.9
3615,2,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3871,2,Sphere,0.2,6,cma-es-ppmf-dp-2-pt-0.2
4423,2,Sphere,0.3,6,cma-es-ppmf-dp-2-pt-0.3
5663,2,Sphere,0.4,6,cma-es-ppmf-dp-2-pt-0.4
8223,2,Sphere,0.5,6,cma-es-ppmf-dp-2-pt-0.5
16679,2,Sphere,0.6,6,cma-es-ppmf-dp-2-pt-0.6
9367,2,Sphere,0.9,6,cma-es-ppmf-dp-2-pt-0.9
12399,5,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
13679,5,Sphere,0.2,6,cma-es-ppmf-dp-2-pt-0.2
15519,5,Sphere,0.3,6,cma-es-ppmf-dp-2-pt-0.3
20259,5,Sphere,0.4,6,cma-es-ppmf-dp-2-pt-0.4
28779,5,Sphere,0.5,6,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,6,cma-es-ppmf-dp-2-pt-0.6
13959,5,Sphere,0.9,6,cma-es-ppmf-dp-2-pt-0.9
42199,10,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
56119,10,Sphere,0.2,6,cma-es-ppmf-dp-2-pt-0.2
100039,10,Sphere,0.3,6,cma-es-ppmf-dp-2-pt-0.3
66479,10,Sphere,0.4,6,cma-es-ppmf-dp-2-pt-0.4
79039,10,Sphere,0.5,6,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,6,cma-es-ppmf-dp-2-pt-0.6
42879,10,Sphere,0.9,6,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,6,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,6,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,6,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,6,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,6,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,6,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,6,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,6,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,6,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,6,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,6,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,6,cma-es-ppmf-dp-2-pt-0.9
3639,2,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3775,2,Ellips10,0.2,6,cma-es-ppmf-dp-2-pt-0.2
4343,2,Ellips10,0.3,6,cma-es-ppmf-dp-2-pt-0.3
5439,2,Ellips10,0.4,6,cma-es-ppmf-dp-2-pt-0.4
7727,2,Ellips10,0.5,6,cma-es-ppmf-dp-2-pt-0.5
14079,2,Ellips10,0.6,6,cma-es-ppmf-dp-2-pt-0.6
7175,2,Ellips10,0.9,6,cma-es-ppmf-dp-2-pt-0.9
12559,5,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
14039,5,Ellips10,0.2,6,cma-es-ppmf-dp-2-pt-0.2
16099,5,Ellips10,0.3,6,cma-es-ppmf-dp-2-pt-0.3
20559,5,Ellips10,0.4,6,cma-es-ppmf-dp-2-pt-0.4
23679,5,Ellips10,0.5,6,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips10,0.6,6,cma-es-ppmf-dp-2-pt-0.6
15239,5,Ellips10,0.9,6,cma-es-ppmf-dp-2-pt-0.9
43199,10,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
55639,10,Ellips10,0.2,6,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips10,0.3,6,cma-es-ppmf-dp-2-pt-0.3
66919,10,Ellips10,0.4,6,cma-es-ppmf-dp-2-pt-0.4
80399,10,Ellips10,0.5,6,cma-es-ppmf-dp-2-pt-0.5
47919,10,Ellips10,0.6,6,cma-es-ppmf-dp-2-pt-0.6
49359,10,Ellips10,0.9,6,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,6,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,6,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,6,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,6,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,6,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,6,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,6,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,6,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,6,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,6,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,6,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,6,cma-es-ppmf-dp-2-pt-0.9
3767,2,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
4255,2,Ellips100,0.2,6,cma-es-ppmf-dp-2-pt-0.2
4735,2,Ellips100,0.3,6,cma-es-ppmf-dp-2-pt-0.3
5367,2,Ellips100,0.4,6,cma-es-ppmf-dp-2-pt-0.4
8175,2,Ellips100,0.5,6,cma-es-ppmf-dp-2-pt-0.5
16463,2,Ellips100,0.6,6,cma-es-ppmf-dp-2-pt-0.6
5415,2,Ellips100,0.9,6,cma-es-ppmf-dp-2-pt-0.9
12879,5,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
14179,5,Ellips100,0.2,6,cma-es-ppmf-dp-2-pt-0.2
16579,5,Ellips100,0.3,6,cma-es-ppmf-dp-2-pt-0.3
21479,5,Ellips100,0.4,6,cma-es-ppmf-dp-2-pt-0.4
28699,5,Ellips100,0.5,6,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,6,cma-es-ppmf-dp-2-pt-0.6
14699,5,Ellips100,0.9,6,cma-es-ppmf-dp-2-pt-0.9
44799,10,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
57519,10,Ellips100,0.2,6,cma-es-ppmf-dp-2-pt-0.2
92639,10,Ellips100,0.3,6,cma-es-ppmf-dp-2-pt-0.3
69159,10,Ellips100,0.4,6,cma-es-ppmf-dp-2-pt-0.4
80399,10,Ellips100,0.5,6,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips100,0.6,6,cma-es-ppmf-dp-2-pt-0.6
43679,10,Ellips100,0.9,6,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,6,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,6,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,6,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,6,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,6,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,6,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,6,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,6,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,6,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,6,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,6,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,6,cma-es-ppmf-dp-2-pt-0.9
3559,2,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3767,2,Sphere,0.2,7,cma-es-ppmf-dp-2-pt-0.2
4255,2,Sphere,0.3,7,cma-es-ppmf-dp-2-pt-0.3
5351,2,Sphere,0.4,7,cma-es-ppmf-dp-2-pt-0.4
6831,2,Sphere,0.5,7,cma-es-ppmf-dp-2-pt-0.5
18295,2,Sphere,0.6,7,cma-es-ppmf-dp-2-pt-0.6
13487,2,Sphere,0.9,7,cma-es-ppmf-dp-2-pt-0.9
12339,5,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
13919,5,Sphere,0.2,7,cma-es-ppmf-dp-2-pt-0.2
16019,5,Sphere,0.3,7,cma-es-ppmf-dp-2-pt-0.3
20079,5,Sphere,0.4,7,cma-es-ppmf-dp-2-pt-0.4
28159,5,Sphere,0.5,7,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,7,cma-es-ppmf-dp-2-pt-0.6
17559,5,Sphere,0.9,7,cma-es-ppmf-dp-2-pt-0.9
42439,10,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
56039,10,Sphere,0.2,7,cma-es-ppmf-dp-2-pt-0.2
98239,10,Sphere,0.3,7,cma-es-ppmf-dp-2-pt-0.3
65759,10,Sphere,0.4,7,cma-es-ppmf-dp-2-pt-0.4
78319,10,Sphere,0.5,7,cma-es-ppmf-dp-2-pt-0.5
32719,10,Sphere,0.6,7,cma-es-ppmf-dp-2-pt-0.6
41239,10,Sphere,0.9,7,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,7,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,7,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,7,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,7,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,7,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,7,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,7,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,7,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,7,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,7,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,7,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,7,cma-es-ppmf-dp-2-pt-0.9
3567,2,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3839,2,Ellips10,0.2,7,cma-es-ppmf-dp-2-pt-0.2
4287,2,Ellips10,0.3,7,cma-es-ppmf-dp-2-pt-0.3
4895,2,Ellips10,0.4,7,cma-es-ppmf-dp-2-pt-0.4
8551,2,Ellips10,0.5,7,cma-es-ppmf-dp-2-pt-0.5
14903,2,Ellips10,0.6,7,cma-es-ppmf-dp-2-pt-0.6
7975,2,Ellips10,0.9,7,cma-es-ppmf-dp-2-pt-0.9
12739,5,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
14179,5,Ellips10,0.2,7,cma-es-ppmf-dp-2-pt-0.2
16039,5,Ellips10,0.3,7,cma-es-ppmf-dp-2-pt-0.3
20059,5,Ellips10,0.4,7,cma-es-ppmf-dp-2-pt-0.4
29019,5,Ellips10,0.5,7,cma-es-ppmf-dp-2-pt-0.5
14619,5,Ellips10,0.6,7,cma-es-ppmf-dp-2-pt-0.6
17099,5,Ellips10,0.9,7,cma-es-ppmf-dp-2-pt-0.9
43359,10,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
55279,10,Ellips10,0.2,7,cma-es-ppmf-dp-2-pt-0.2
92999,10,Ellips10,0.3,7,cma-es-ppmf-dp-2-pt-0.3
66639,10,Ellips10,0.4,7,cma-es-ppmf-dp-2-pt-0.4
79279,10,Ellips10,0.5,7,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,7,cma-es-ppmf-dp-2-pt-0.6
43839,10,Ellips10,0.9,7,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,7,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,7,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,7,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,7,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,7,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,7,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,7,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,7,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,7,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,7,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,7,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,7,cma-es-ppmf-dp-2-pt-0.9
3711,2,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
4191,2,Ellips100,0.2,7,cma-es-ppmf-dp-2-pt-0.2
4239,2,Ellips100,0.3,7,cma-es-ppmf-dp-2-pt-0.3
6767,2,Ellips100,0.4,7,cma-es-ppmf-dp-2-pt-0.4
8951,2,Ellips100,0.5,7,cma-es-ppmf-dp-2-pt-0.5
16351,2,Ellips100,0.6,7,cma-es-ppmf-dp-2-pt-0.6
11583,2,Ellips100,0.9,7,cma-es-ppmf-dp-2-pt-0.9
12999,5,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
14459,5,Ellips100,0.2,7,cma-es-ppmf-dp-2-pt-0.2
16719,5,Ellips100,0.3,7,cma-es-ppmf-dp-2-pt-0.3
21639,5,Ellips100,0.4,7,cma-es-ppmf-dp-2-pt-0.4
29439,5,Ellips100,0.5,7,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,7,cma-es-ppmf-dp-2-pt-0.6
19119,5,Ellips100,0.9,7,cma-es-ppmf-dp-2-pt-0.9
44319,10,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
57839,10,Ellips100,0.2,7,cma-es-ppmf-dp-2-pt-0.2
96399,10,Ellips100,0.3,7,cma-es-ppmf-dp-2-pt-0.3
68119,10,Ellips100,0.4,7,cma-es-ppmf-dp-2-pt-0.4
81519,10,Ellips100,0.5,7,cma-es-ppmf-dp-2-pt-0.5
