FE,N,Eval,lambda,Iteration,Alg
105104,30,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
71180,50,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
57986,50,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
68982,50,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
97082,50,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
117088,50,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
131928,50,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
142784,50,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
195194,50,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
523401,100,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
156926,100,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
209473,100,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
304916,100,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
353674,100,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
409019,100,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
481961,100,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
656655,100,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
3409,2,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
2498,2,Sphere,50,9,cma-es-ppmf-dp-2-pt-0.1
3635,2,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
5828,2,Sphere,200,9,cma-es-ppmf-dp-2-pt-0.1
7524,2,Sphere,300,9,cma-es-ppmf-dp-2-pt-0.1
9623,2,Sphere,400,9,cma-es-ppmf-dp-2-pt-0.1
10520,2,Sphere,500,9,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
5389,5,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
3467,5,Sphere,50,9,cma-es-ppmf-dp-2-pt-0.1
5554,5,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
9044,5,Sphere,200,9,cma-es-ppmf-dp-2-pt-0.1
12039,5,Sphere,300,9,cma-es-ppmf-dp-2-pt-0.1
15638,5,Sphere,400,9,cma-es-ppmf-dp-2-pt-0.1
19037,5,Sphere,500,9,cma-es-ppmf-dp-2-pt-0.1
33032,5,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
3475,10,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
4640,10,Sphere,50,9,cma-es-ppmf-dp-2-pt-0.1
7978,10,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
13265,10,Sphere,200,9,cma-es-ppmf-dp-2-pt-0.1
18360,10,Sphere,300,9,cma-es-ppmf-dp-2-pt-0.1
22856,10,Sphere,400,9,cma-es-ppmf-dp-2-pt-0.1
27053,10,Sphere,500,9,cma-es-ppmf-dp-2-pt-0.1
48047,10,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
6291,30,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
8159,30,Sphere,50,9,cma-es-ppmf-dp-2-pt-0.1
13432,30,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
22109,30,Sphere,200,9,cma-es-ppmf-dp-2-pt-0.1
30701,30,Sphere,300,9,cma-es-ppmf-dp-2-pt-0.1
39297,30,Sphere,400,9,cma-es-ppmf-dp-2-pt-0.1
47093,30,Sphere,500,9,cma-es-ppmf-dp-2-pt-0.1
84083,30,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
70047,50,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
12290,50,Sphere,50,9,cma-es-ppmf-dp-2-pt-0.1
20098,50,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
35174,50,Sphere,200,9,cma-es-ppmf-dp-2-pt-0.1
47557,50,Sphere,300,9,cma-es-ppmf-dp-2-pt-0.1
56941,50,Sphere,400,9,cma-es-ppmf-dp-2-pt-0.1
69137,50,Sphere,500,9,cma-es-ppmf-dp-2-pt-0.1
111110,50,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
581415,100,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
24989,100,Sphere,50,9,cma-es-ppmf-dp-2-pt-0.1
39187,100,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
66530,100,Sphere,200,9,cma-es-ppmf-dp-2-pt-0.1
92406,100,Sphere,300,9,cma-es-ppmf-dp-2-pt-0.1
117893,100,Sphere,400,9,cma-es-ppmf-dp-2-pt-0.1
147794,100,Sphere,500,9,cma-es-ppmf-dp-2-pt-0.1
233232,100,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
3475,2,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
2600,2,Ellips10,50,9,cma-es-ppmf-dp-2-pt-0.1
3736,2,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
5828,2,Ellips10,200,9,cma-es-ppmf-dp-2-pt-0.1
8126,2,Ellips10,300,9,cma-es-ppmf-dp-2-pt-0.1
9623,2,Ellips10,400,9,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips10,500,9,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
5004,5,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
3620,5,Ellips10,50,9,cma-es-ppmf-dp-2-pt-0.1
5756,5,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
9446,5,Ellips10,200,9,cma-es-ppmf-dp-2-pt-0.1
12641,5,Ellips10,300,9,cma-es-ppmf-dp-2-pt-0.1
16039,5,Ellips10,400,9,cma-es-ppmf-dp-2-pt-0.1
18536,5,Ellips10,500,9,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
5499,10,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
4997,10,Ellips10,50,9,cma-es-ppmf-dp-2-pt-0.1
8079,10,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
14270,10,Ellips10,200,9,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,9,cma-es-ppmf-dp-2-pt-0.1
23658,10,Ellips10,400,9,cma-es-ppmf-dp-2-pt-0.1
27554,10,Ellips10,500,9,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
8183,30,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
13106,30,Ellips10,50,9,cma-es-ppmf-dp-2-pt-0.1
19593,30,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
27938,30,Ellips10,200,9,cma-es-ppmf-dp-2-pt-0.1
38527,30,Ellips10,300,9,cma-es-ppmf-dp-2-pt-0.1
43307,30,Ellips10,400,9,cma-es-ppmf-dp-2-pt-0.1
50099,30,Ellips10,500,9,cma-es-ppmf-dp-2-pt-0.1
88087,30,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
73523,50,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
23204,50,Ellips10,50,9,cma-es-ppmf-dp-2-pt-0.1
35046,50,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
52661,50,Ellips10,200,9,cma-es-ppmf-dp-2-pt-0.1
71035,50,Ellips10,300,9,cma-es-ppmf-dp-2-pt-0.1
85412,50,Ellips10,400,9,cma-es-ppmf-dp-2-pt-0.1
96191,50,Ellips10,500,9,cma-es-ppmf-dp-2-pt-0.1
137136,50,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
582933,100,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
54569,100,Ellips10,50,9,cma-es-ppmf-dp-2-pt-0.1
83122,100,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
129242,100,Ellips10,200,9,cma-es-ppmf-dp-2-pt-0.1
170666,100,Ellips10,300,9,cma-es-ppmf-dp-2-pt-0.1
208519,100,Ellips10,400,9,cma-es-ppmf-dp-2-pt-0.1
243986,100,Ellips10,500,9,cma-es-ppmf-dp-2-pt-0.1
377376,100,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
3541,2,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
2702,2,Ellips100,50,9,cma-es-ppmf-dp-2-pt-0.1
4039,2,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
6431,2,Ellips100,200,9,cma-es-ppmf-dp-2-pt-0.1
8728,2,Ellips100,300,9,cma-es-ppmf-dp-2-pt-0.1
10826,2,Ellips100,400,9,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips100,500,9,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
6027,5,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
4232,5,Ellips100,50,9,cma-es-ppmf-dp-2-pt-0.1
5857,5,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
9446,5,Ellips100,200,9,cma-es-ppmf-dp-2-pt-0.1
13243,5,Ellips100,300,9,cma-es-ppmf-dp-2-pt-0.1
16841,5,Ellips100,400,9,cma-es-ppmf-dp-2-pt-0.1
20039,5,Ellips100,500,9,cma-es-ppmf-dp-2-pt-0.1
37036,5,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
5631,10,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
5609,10,Ellips100,50,9,cma-es-ppmf-dp-2-pt-0.1
9190,10,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
15074,10,Ellips100,200,9,cma-es-ppmf-dp-2-pt-0.1
19564,10,Ellips100,300,9,cma-es-ppmf-dp-2-pt-0.1
24861,10,Ellips100,400,9,cma-es-ppmf-dp-2-pt-0.1
29558,10,Ellips100,500,9,cma-es-ppmf-dp-2-pt-0.1
52051,10,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
13562,30,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
26060,30,Ellips100,50,9,cma-es-ppmf-dp-2-pt-0.1
30400,30,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
41606,30,Ellips100,200,9,cma-es-ppmf-dp-2-pt-0.1
51771,30,Ellips100,300,9,cma-es-ppmf-dp-2-pt-0.1
57342,30,Ellips100,400,9,cma-es-ppmf-dp-2-pt-0.1
67634,30,Ellips100,500,9,cma-es-ppmf-dp-2-pt-0.1
106105,30,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
66956,50,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
53906,50,Ellips100,50,9,cma-es-ppmf-dp-2-pt-0.1
73325,50,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
98288,50,Ellips100,200,9,cma-es-ppmf-dp-2-pt-0.1
116787,50,Ellips100,300,9,cma-es-ppmf-dp-2-pt-0.1
130725,50,Ellips100,400,9,cma-es-ppmf-dp-2-pt-0.1
151802,50,Ellips100,500,9,cma-es-ppmf-dp-2-pt-0.1
196195,50,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
549955,100,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
160598,100,Ellips100,50,9,cma-es-ppmf-dp-2-pt-0.1
204019,100,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
291449,100,Ellips100,200,9,cma-es-ppmf-dp-2-pt-0.1
355179,100,Ellips100,300,9,cma-es-ppmf-dp-2-pt-0.1
408618,100,Ellips100,400,9,cma-es-ppmf-dp-2-pt-0.1
472943,100,Ellips100,500,9,cma-es-ppmf-dp-2-pt-0.1
666665,100,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
3288,2,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
2447,2,Sphere,50,10,cma-es-ppmf-dp-2-pt-0.1
3736,2,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
5828,2,Sphere,200,10,cma-es-ppmf-dp-2-pt-0.1
7524,2,Sphere,300,10,cma-es-ppmf-dp-2-pt-0.1
9222,2,Sphere,400,10,cma-es-ppmf-dp-2-pt-0.1
12023,2,Sphere,500,10,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
4861,5,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
3671,5,Sphere,50,10,cma-es-ppmf-dp-2-pt-0.1
5655,5,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
9044,5,Sphere,200,10,cma-es-ppmf-dp-2-pt-0.1
12340,5,Sphere,300,10,cma-es-ppmf-dp-2-pt-0.1
15237,5,Sphere,400,10,cma-es-ppmf-dp-2-pt-0.1
18536,5,Sphere,500,10,cma-es-ppmf-dp-2-pt-0.1
34033,5,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
4806,10,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
4742,10,Sphere,50,10,cma-es-ppmf-dp-2-pt-0.1
7877,10,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
13265,10,Sphere,200,10,cma-es-ppmf-dp-2-pt-0.1
18059,10,Sphere,300,10,cma-es-ppmf-dp-2-pt-0.1
22455,10,Sphere,400,10,cma-es-ppmf-dp-2-pt-0.1
27554,10,Sphere,500,10,cma-es-ppmf-dp-2-pt-0.1
48047,10,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
6742,30,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
7496,30,Sphere,50,10,cma-es-ppmf-dp-2-pt-0.1
13230,30,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
21506,30,Sphere,200,10,cma-es-ppmf-dp-2-pt-0.1
30701,30,Sphere,300,10,cma-es-ppmf-dp-2-pt-0.1
39297,30,Sphere,400,10,cma-es-ppmf-dp-2-pt-0.1
47093,30,Sphere,500,10,cma-es-ppmf-dp-2-pt-0.1
85084,30,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
64470,50,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
12137,50,Sphere,50,10,cma-es-ppmf-dp-2-pt-0.1
19896,50,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
36179,50,Sphere,200,10,cma-es-ppmf-dp-2-pt-0.1
48159,50,Sphere,300,10,cma-es-ppmf-dp-2-pt-0.1
58946,50,Sphere,400,10,cma-es-ppmf-dp-2-pt-0.1
69137,50,Sphere,500,10,cma-es-ppmf-dp-2-pt-0.1
107106,50,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
552793,100,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
26366,100,Sphere,50,10,cma-es-ppmf-dp-2-pt-0.1
39187,100,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
66731,100,Sphere,200,10,cma-es-ppmf-dp-2-pt-0.1
89998,100,Sphere,300,10,cma-es-ppmf-dp-2-pt-0.1
115487,100,Sphere,400,10,cma-es-ppmf-dp-2-pt-0.1
142784,100,Sphere,500,10,cma-es-ppmf-dp-2-pt-0.1
237236,100,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
3387,2,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
2702,2,Ellips10,50,10,cma-es-ppmf-dp-2-pt-0.1
3938,2,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
6029,2,Ellips10,200,10,cma-es-ppmf-dp-2-pt-0.1
8126,2,Ellips10,300,10,cma-es-ppmf-dp-2-pt-0.1
10425,2,Ellips10,400,10,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips10,500,10,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
5840,5,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
3722,5,Ellips10,50,10,cma-es-ppmf-dp-2-pt-0.1
5655,5,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
9446,5,Ellips10,200,10,cma-es-ppmf-dp-2-pt-0.1
12340,5,Ellips10,300,10,cma-es-ppmf-dp-2-pt-0.1
16039,5,Ellips10,400,10,cma-es-ppmf-dp-2-pt-0.1
19037,5,Ellips10,500,10,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
4135,10,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
5048,10,Ellips10,50,10,cma-es-ppmf-dp-2-pt-0.1
8180,10,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
13868,10,Ellips10,200,10,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,10,cma-es-ppmf-dp-2-pt-0.1
23658,10,Ellips10,400,10,cma-es-ppmf-dp-2-pt-0.1
28055,10,Ellips10,500,10,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
7985,30,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
12188,30,Ellips10,50,10,cma-es-ppmf-dp-2-pt-0.1
18583,30,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
29948,30,Ellips10,200,10,cma-es-ppmf-dp-2-pt-0.1
38226,30,Ellips10,300,10,cma-es-ppmf-dp-2-pt-0.1
44510,30,Ellips10,400,10,cma-es-ppmf-dp-2-pt-0.1
51602,30,Ellips10,500,10,cma-es-ppmf-dp-2-pt-0.1
89088,30,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
68122,50,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
23102,50,Ellips10,50,10,cma-es-ppmf-dp-2-pt-0.1
34541,50,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
58088,50,Ellips10,200,10,cma-es-ppmf-dp-2-pt-0.1
67122,50,Ellips10,300,10,cma-es-ppmf-dp-2-pt-0.1
86214,50,Ellips10,400,10,cma-es-ppmf-dp-2-pt-0.1
96191,50,Ellips10,500,10,cma-es-ppmf-dp-2-pt-0.1
141140,50,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
561318,100,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
53702,100,Ellips10,50,10,cma-es-ppmf-dp-2-pt-0.1
82011,100,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
126629,100,Ellips10,200,10,cma-es-ppmf-dp-2-pt-0.1
163442,100,Ellips10,300,10,cma-es-ppmf-dp-2-pt-0.1
200499,100,Ellips10,400,10,cma-es-ppmf-dp-2-pt-0.1
242984,100,Ellips10,500,10,cma-es-ppmf-dp-2-pt-0.1
375374,100,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
3684,2,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
2702,2,Ellips100,50,10,cma-es-ppmf-dp-2-pt-0.1
3938,2,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
6431,2,Ellips100,200,10,cma-es-ppmf-dp-2-pt-0.1
8427,2,Ellips100,300,10,cma-es-ppmf-dp-2-pt-0.1
10826,2,Ellips100,400,10,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips100,500,10,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
4883,5,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
3977,5,Ellips100,50,10,cma-es-ppmf-dp-2-pt-0.1
6059,5,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
9848,5,Ellips100,200,10,cma-es-ppmf-dp-2-pt-0.1
13243,5,Ellips100,300,10,cma-es-ppmf-dp-2-pt-0.1
16440,5,Ellips100,400,10,cma-es-ppmf-dp-2-pt-0.1
20039,5,Ellips100,500,10,cma-es-ppmf-dp-2-pt-0.1
36035,5,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
5455,10,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
5558,10,Ellips100,50,10,cma-es-ppmf-dp-2-pt-0.1
9291,10,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
14069,10,Ellips100,200,10,cma-es-ppmf-dp-2-pt-0.1
19564,10,Ellips100,300,10,cma-es-ppmf-dp-2-pt-0.1
24460,10,Ellips100,400,10,cma-es-ppmf-dp-2-pt-0.1
29057,10,Ellips100,500,10,cma-es-ppmf-dp-2-pt-0.1
53052,10,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
13518,30,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
23408,30,Ellips100,50,10,cma-es-ppmf-dp-2-pt-0.1
31006,30,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
41807,30,Ellips100,200,10,cma-es-ppmf-dp-2-pt-0.1
49664,30,Ellips100,300,10,cma-es-ppmf-dp-2-pt-0.1
58545,30,Ellips100,400,10,cma-es-ppmf-dp-2-pt-0.1
67133,30,Ellips100,500,10,cma-es-ppmf-dp-2-pt-0.1
102101,30,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
63667,50,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
52529,50,Ellips100,50,10,cma-es-ppmf-dp-2-pt-0.1
68376,50,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
100298,50,Ellips100,200,10,cma-es-ppmf-dp-2-pt-0.1
118593,50,Ellips100,300,10,cma-es-ppmf-dp-2-pt-0.1
132329,50,Ellips100,400,10,cma-es-ppmf-dp-2-pt-0.1
142283,50,Ellips100,500,10,cma-es-ppmf-dp-2-pt-0.1
197196,50,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
554245,100,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
164219,100,Ellips100,50,10,cma-es-ppmf-dp-2-pt-0.1
210685,100,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
287429,100,Ellips100,200,10,cma-es-ppmf-dp-2-pt-0.1
351567,100,Ellips100,300,10,cma-es-ppmf-dp-2-pt-0.1
407014,100,Ellips100,400,10,cma-es-ppmf-dp-2-pt-0.1
451400,100,Ellips100,500,10,cma-es-ppmf-dp-2-pt-0.1
653652,100,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
3431,2,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
2345,2,Sphere,50,11,cma-es-ppmf-dp-2-pt-0.1
3332,2,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
5828,2,Sphere,200,11,cma-es-ppmf-dp-2-pt-0.1
7825,2,Sphere,300,11,cma-es-ppmf-dp-2-pt-0.1
10024,2,Sphere,400,11,cma-es-ppmf-dp-2-pt-0.1
11522,2,Sphere,500,11,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
4850,5,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
3569,5,Sphere,50,11,cma-es-ppmf-dp-2-pt-0.1
5554,5,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
9044,5,Sphere,200,11,cma-es-ppmf-dp-2-pt-0.1
12340,5,Sphere,300,11,cma-es-ppmf-dp-2-pt-0.1
15638,5,Sphere,400,11,cma-es-ppmf-dp-2-pt-0.1
18536,5,Sphere,500,11,cma-es-ppmf-dp-2-pt-0.1
33032,5,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
4674,10,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
4640,10,Sphere,50,11,cma-es-ppmf-dp-2-pt-0.1
7776,10,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
13667,10,Sphere,200,11,cma-es-ppmf-dp-2-pt-0.1
18059,10,Sphere,300,11,cma-es-ppmf-dp-2-pt-0.1
22856,10,Sphere,400,11,cma-es-ppmf-dp-2-pt-0.1
27053,10,Sphere,500,11,cma-es-ppmf-dp-2-pt-0.1
48047,10,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
6335,30,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
8363,30,Sphere,50,11,cma-es-ppmf-dp-2-pt-0.1
12826,30,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
21104,30,Sphere,200,11,cma-es-ppmf-dp-2-pt-0.1
31002,30,Sphere,300,11,cma-es-ppmf-dp-2-pt-0.1
38495,30,Sphere,400,11,cma-es-ppmf-dp-2-pt-0.1
47594,30,Sphere,500,11,cma-es-ppmf-dp-2-pt-0.1
84083,30,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
61544,50,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
12596,50,Sphere,50,11,cma-es-ppmf-dp-2-pt-0.1
20502,50,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
34772,50,Sphere,200,11,cma-es-ppmf-dp-2-pt-0.1
46654,50,Sphere,300,11,cma-es-ppmf-dp-2-pt-0.1
56540,50,Sphere,400,11,cma-es-ppmf-dp-2-pt-0.1
70139,50,Sphere,500,11,cma-es-ppmf-dp-2-pt-0.1
106105,50,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
517285,100,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
25193,100,Sphere,50,11,cma-es-ppmf-dp-2-pt-0.1
38783,100,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
66932,100,Sphere,200,11,cma-es-ppmf-dp-2-pt-0.1
94212,100,Sphere,300,11,cma-es-ppmf-dp-2-pt-0.1
120299,100,Sphere,400,11,cma-es-ppmf-dp-2-pt-0.1
140780,100,Sphere,500,11,cma-es-ppmf-dp-2-pt-0.1
247246,100,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
3519,2,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
2753,2,Ellips10,50,11,cma-es-ppmf-dp-2-pt-0.1
3736,2,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
5627,2,Ellips10,200,11,cma-es-ppmf-dp-2-pt-0.1
7825,2,Ellips10,300,11,cma-es-ppmf-dp-2-pt-0.1
9623,2,Ellips10,400,11,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips10,500,11,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
6368,5,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
3671,5,Ellips10,50,11,cma-es-ppmf-dp-2-pt-0.1
5756,5,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
9245,5,Ellips10,200,11,cma-es-ppmf-dp-2-pt-0.1
12942,5,Ellips10,300,11,cma-es-ppmf-dp-2-pt-0.1
16039,5,Ellips10,400,11,cma-es-ppmf-dp-2-pt-0.1
19037,5,Ellips10,500,11,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
4190,10,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
4844,10,Ellips10,50,11,cma-es-ppmf-dp-2-pt-0.1
8180,10,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
13667,10,Ellips10,200,11,cma-es-ppmf-dp-2-pt-0.1
18661,10,Ellips10,300,11,cma-es-ppmf-dp-2-pt-0.1
23658,10,Ellips10,400,11,cma-es-ppmf-dp-2-pt-0.1
27554,10,Ellips10,500,11,cma-es-ppmf-dp-2-pt-0.1
49048,10,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
7545,30,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
12494,30,Ellips10,50,11,cma-es-ppmf-dp-2-pt-0.1
18785,30,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
