FE,N,Eval,sigma,Iteration,Alg
86159,10,Schaffer,1,5,cma-es-ppmf-dp-2-pt-0.1
56719,10,Schaffer,10,5,cma-es-ppmf-dp-2-pt-0.1
53719,10,Schaffer,100,5,cma-es-ppmf-dp-2-pt-0.1
43719,10,Schaffer,1000,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.001,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.01,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,10,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,100,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1000,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.001,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.01,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,10,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,100,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1000,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.001,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.01,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.1,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,10,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,100,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1000,5,cma-es-ppmf-dp-2-pt-0.1
4431,2,Schwefel,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4223,2,Schwefel,0.01,5,cma-es-ppmf-dp-2-pt-0.1
3983,2,Schwefel,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3735,2,Schwefel,1,5,cma-es-ppmf-dp-2-pt-0.1
3343,2,Schwefel,10,5,cma-es-ppmf-dp-2-pt-0.1
2911,2,Schwefel,100,5,cma-es-ppmf-dp-2-pt-0.1
2735,2,Schwefel,1000,5,cma-es-ppmf-dp-2-pt-0.1
5359,5,Schwefel,0.001,5,cma-es-ppmf-dp-2-pt-0.1
5279,5,Schwefel,0.01,5,cma-es-ppmf-dp-2-pt-0.1
4999,5,Schwefel,0.1,5,cma-es-ppmf-dp-2-pt-0.1
4959,5,Schwefel,1,5,cma-es-ppmf-dp-2-pt-0.1
4559,5,Schwefel,10,5,cma-es-ppmf-dp-2-pt-0.1
5099,5,Schwefel,100,5,cma-es-ppmf-dp-2-pt-0.1
5099,5,Schwefel,1000,5,cma-es-ppmf-dp-2-pt-0.1
7399,10,Schwefel,0.001,5,cma-es-ppmf-dp-2-pt-0.1
6959,10,Schwefel,0.01,5,cma-es-ppmf-dp-2-pt-0.1
6759,10,Schwefel,0.1,5,cma-es-ppmf-dp-2-pt-0.1
6759,10,Schwefel,1,5,cma-es-ppmf-dp-2-pt-0.1
6679,10,Schwefel,10,5,cma-es-ppmf-dp-2-pt-0.1
6559,10,Schwefel,100,5,cma-es-ppmf-dp-2-pt-0.1
7319,10,Schwefel,1000,5,cma-es-ppmf-dp-2-pt-0.1
213719,30,Schwefel,0.001,5,cma-es-ppmf-dp-2-pt-0.1
171959,30,Schwefel,0.01,5,cma-es-ppmf-dp-2-pt-0.1
144599,30,Schwefel,0.1,5,cma-es-ppmf-dp-2-pt-0.1
233639,30,Schwefel,1,5,cma-es-ppmf-dp-2-pt-0.1
127439,30,Schwefel,10,5,cma-es-ppmf-dp-2-pt-0.1
129359,30,Schwefel,100,5,cma-es-ppmf-dp-2-pt-0.1
227999,30,Schwefel,1000,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.001,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.01,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,10,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,100,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,1000,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.001,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.01,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.1,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,1,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,10,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,100,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,1000,5,cma-es-ppmf-dp-2-pt-0.1
4567,2,Griewank,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4359,2,Griewank,0.01,5,cma-es-ppmf-dp-2-pt-0.1
3967,2,Griewank,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3735,2,Griewank,1,5,cma-es-ppmf-dp-2-pt-0.1
3215,2,Griewank,10,5,cma-es-ppmf-dp-2-pt-0.1
2927,2,Griewank,100,5,cma-es-ppmf-dp-2-pt-0.1
2679,2,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
19079,5,Griewank,0.001,5,cma-es-ppmf-dp-2-pt-0.1
17159,5,Griewank,0.01,5,cma-es-ppmf-dp-2-pt-0.1
16199,5,Griewank,0.1,5,cma-es-ppmf-dp-2-pt-0.1
15979,5,Griewank,1,5,cma-es-ppmf-dp-2-pt-0.1
14859,5,Griewank,10,5,cma-es-ppmf-dp-2-pt-0.1
13399,5,Griewank,100,5,cma-es-ppmf-dp-2-pt-0.1
10519,5,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
5279,10,Griewank,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4439,10,Griewank,0.01,5,cma-es-ppmf-dp-2-pt-0.1
5479,10,Griewank,0.1,5,cma-es-ppmf-dp-2-pt-0.1
4759,10,Griewank,1,5,cma-es-ppmf-dp-2-pt-0.1
5479,10,Griewank,10,5,cma-es-ppmf-dp-2-pt-0.1
7359,10,Griewank,100,5,cma-es-ppmf-dp-2-pt-0.1
4759,10,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
22199,30,Griewank,0.001,5,cma-es-ppmf-dp-2-pt-0.1
22079,30,Griewank,0.01,5,cma-es-ppmf-dp-2-pt-0.1
19199,30,Griewank,0.1,5,cma-es-ppmf-dp-2-pt-0.1
19079,30,Griewank,1,5,cma-es-ppmf-dp-2-pt-0.1
17159,30,Griewank,10,5,cma-es-ppmf-dp-2-pt-0.1
16799,30,Griewank,100,5,cma-es-ppmf-dp-2-pt-0.1
18479,30,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
58199,50,Griewank,0.001,5,cma-es-ppmf-dp-2-pt-0.1
57199,50,Griewank,0.01,5,cma-es-ppmf-dp-2-pt-0.1
53199,50,Griewank,0.1,5,cma-es-ppmf-dp-2-pt-0.1
47599,50,Griewank,1,5,cma-es-ppmf-dp-2-pt-0.1
42799,50,Griewank,10,5,cma-es-ppmf-dp-2-pt-0.1
41199,50,Griewank,100,5,cma-es-ppmf-dp-2-pt-0.1
43799,50,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
210799,100,Griewank,0.001,5,cma-es-ppmf-dp-2-pt-0.1
210399,100,Griewank,0.01,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Griewank,0.1,5,cma-es-ppmf-dp-2-pt-0.1
183599,100,Griewank,1,5,cma-es-ppmf-dp-2-pt-0.1
163999,100,Griewank,10,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Griewank,100,5,cma-es-ppmf-dp-2-pt-0.1
173199,100,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
4415,2,Rastrigin,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4223,2,Rastrigin,0.01,6,cma-es-ppmf-dp-2-pt-0.1
3847,2,Rastrigin,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3663,2,Rastrigin,1,6,cma-es-ppmf-dp-2-pt-0.1
3351,2,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
2991,2,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
2671,2,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
18319,5,Rastrigin,0.001,6,cma-es-ppmf-dp-2-pt-0.1
16919,5,Rastrigin,0.01,6,cma-es-ppmf-dp-2-pt-0.1
15959,5,Rastrigin,0.1,6,cma-es-ppmf-dp-2-pt-0.1
13839,5,Rastrigin,1,6,cma-es-ppmf-dp-2-pt-0.1
13179,5,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
11679,5,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
11039,5,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
78759,10,Rastrigin,0.001,6,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,0.01,6,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,0.1,6,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,1,6,cma-es-ppmf-dp-2-pt-0.1
72719,10,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
44639,10,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
57439,10,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.001,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.01,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.001,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.01,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.001,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.01,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.1,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
4975,2,Schaffer,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4599,2,Schaffer,0.01,6,cma-es-ppmf-dp-2-pt-0.1
4183,2,Schaffer,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3759,2,Schaffer,1,6,cma-es-ppmf-dp-2-pt-0.1
3479,2,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
3047,2,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
2735,2,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
17659,5,Schaffer,0.001,6,cma-es-ppmf-dp-2-pt-0.1
16919,5,Schaffer,0.01,6,cma-es-ppmf-dp-2-pt-0.1
15499,5,Schaffer,0.1,6,cma-es-ppmf-dp-2-pt-0.1
13739,5,Schaffer,1,6,cma-es-ppmf-dp-2-pt-0.1
12879,5,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
11879,5,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
11599,5,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
95199,10,Schaffer,0.001,6,cma-es-ppmf-dp-2-pt-0.1
60639,10,Schaffer,0.01,6,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,0.1,6,cma-es-ppmf-dp-2-pt-0.1
89719,10,Schaffer,1,6,cma-es-ppmf-dp-2-pt-0.1
42679,10,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
42639,10,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
45159,10,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.001,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.01,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.001,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.01,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.001,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.01,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.1,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
4503,2,Schwefel,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4183,2,Schwefel,0.01,6,cma-es-ppmf-dp-2-pt-0.1
3831,2,Schwefel,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3495,2,Schwefel,1,6,cma-es-ppmf-dp-2-pt-0.1
3135,2,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
2959,2,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
2927,2,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
5019,5,Schwefel,0.001,6,cma-es-ppmf-dp-2-pt-0.1
5219,5,Schwefel,0.01,6,cma-es-ppmf-dp-2-pt-0.1
5259,5,Schwefel,0.1,6,cma-es-ppmf-dp-2-pt-0.1
4879,5,Schwefel,1,6,cma-es-ppmf-dp-2-pt-0.1
4459,5,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
5099,5,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
5339,5,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
7239,10,Schwefel,0.001,6,cma-es-ppmf-dp-2-pt-0.1
7039,10,Schwefel,0.01,6,cma-es-ppmf-dp-2-pt-0.1
6919,10,Schwefel,0.1,6,cma-es-ppmf-dp-2-pt-0.1
6999,10,Schwefel,1,6,cma-es-ppmf-dp-2-pt-0.1
6679,10,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
6639,10,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
7159,10,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
165359,30,Schwefel,0.001,6,cma-es-ppmf-dp-2-pt-0.1
202799,30,Schwefel,0.01,6,cma-es-ppmf-dp-2-pt-0.1
194759,30,Schwefel,0.1,6,cma-es-ppmf-dp-2-pt-0.1
205679,30,Schwefel,1,6,cma-es-ppmf-dp-2-pt-0.1
179519,30,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
215639,30,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
184919,30,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.001,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.01,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,1,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.001,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.01,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.1,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,1,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
4591,2,Griewank,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4327,2,Griewank,0.01,6,cma-es-ppmf-dp-2-pt-0.1
4063,2,Griewank,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3687,2,Griewank,1,6,cma-es-ppmf-dp-2-pt-0.1
3503,2,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
3111,2,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
2583,2,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
18319,5,Griewank,0.001,6,cma-es-ppmf-dp-2-pt-0.1
16819,5,Griewank,0.01,6,cma-es-ppmf-dp-2-pt-0.1
16019,5,Griewank,0.1,6,cma-es-ppmf-dp-2-pt-0.1
15719,5,Griewank,1,6,cma-es-ppmf-dp-2-pt-0.1
13479,5,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
12179,5,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
10899,5,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
6799,10,Griewank,0.001,6,cma-es-ppmf-dp-2-pt-0.1
12199,10,Griewank,0.01,6,cma-es-ppmf-dp-2-pt-0.1
4399,10,Griewank,0.1,6,cma-es-ppmf-dp-2-pt-0.1
4439,10,Griewank,1,6,cma-es-ppmf-dp-2-pt-0.1
6559,10,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
6359,10,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
7999,10,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
22199,30,Griewank,0.001,6,cma-es-ppmf-dp-2-pt-0.1
21959,30,Griewank,0.01,6,cma-es-ppmf-dp-2-pt-0.1
20879,30,Griewank,0.1,6,cma-es-ppmf-dp-2-pt-0.1
19799,30,Griewank,1,6,cma-es-ppmf-dp-2-pt-0.1
16919,30,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
16679,30,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
17159,30,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
59799,50,Griewank,0.001,6,cma-es-ppmf-dp-2-pt-0.1
53799,50,Griewank,0.01,6,cma-es-ppmf-dp-2-pt-0.1
53599,50,Griewank,0.1,6,cma-es-ppmf-dp-2-pt-0.1
50999,50,Griewank,1,6,cma-es-ppmf-dp-2-pt-0.1
41599,50,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
40599,50,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
44799,50,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
217599,100,Griewank,0.001,6,cma-es-ppmf-dp-2-pt-0.1
215199,100,Griewank,0.01,6,cma-es-ppmf-dp-2-pt-0.1
195999,100,Griewank,0.1,6,cma-es-ppmf-dp-2-pt-0.1
186399,100,Griewank,1,6,cma-es-ppmf-dp-2-pt-0.1
162799,100,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
153199,100,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
158399,100,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
4535,2,Rastrigin,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4143,2,Rastrigin,0.01,7,cma-es-ppmf-dp-2-pt-0.1
3863,2,Rastrigin,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3455,2,Rastrigin,1,7,cma-es-ppmf-dp-2-pt-0.1
3271,2,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
3015,2,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
2655,2,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
17699,5,Rastrigin,0.001,7,cma-es-ppmf-dp-2-pt-0.1
16759,5,Rastrigin,0.01,7,cma-es-ppmf-dp-2-pt-0.1
15639,5,Rastrigin,0.1,7,cma-es-ppmf-dp-2-pt-0.1
13919,5,Rastrigin,1,7,cma-es-ppmf-dp-2-pt-0.1
14139,5,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
11899,5,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
11259,5,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,0.001,7,cma-es-ppmf-dp-2-pt-0.1
92679,10,Rastrigin,0.01,7,cma-es-ppmf-dp-2-pt-0.1
96119,10,Rastrigin,0.1,7,cma-es-ppmf-dp-2-pt-0.1
54119,10,Rastrigin,1,7,cma-es-ppmf-dp-2-pt-0.1
62239,10,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
76759,10,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
60279,10,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.001,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.01,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.001,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.01,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.1,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.001,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.01,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.1,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
4791,2,Schaffer,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4503,2,Schaffer,0.01,7,cma-es-ppmf-dp-2-pt-0.1
4095,2,Schaffer,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3719,2,Schaffer,1,7,cma-es-ppmf-dp-2-pt-0.1
3415,2,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
3103,2,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
2799,2,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
17199,5,Schaffer,0.001,7,cma-es-ppmf-dp-2-pt-0.1
16699,5,Schaffer,0.01,7,cma-es-ppmf-dp-2-pt-0.1
15019,5,Schaffer,0.1,7,cma-es-ppmf-dp-2-pt-0.1
15039,5,Schaffer,1,7,cma-es-ppmf-dp-2-pt-0.1
12999,5,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
12019,5,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
12099,5,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
98039,10,Schaffer,0.001,7,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,0.01,7,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,0.1,7,cma-es-ppmf-dp-2-pt-0.1
89759,10,Schaffer,1,7,cma-es-ppmf-dp-2-pt-0.1
43039,10,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.001,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.01,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.001,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.01,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.1,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.001,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.01,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.1,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
4375,2,Schwefel,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4167,2,Schwefel,0.01,7,cma-es-ppmf-dp-2-pt-0.1
3903,2,Schwefel,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3543,2,Schwefel,1,7,cma-es-ppmf-dp-2-pt-0.1
3119,2,Schwefel,10,7,cma-es-ppmf-dp-2-pt-0.1
