FE,N,Eval,lambda,Iteration,Alg
500261,50,Rastrigin,300,11,cma-es-ppmf-dp-2-pt-0.1
500046,50,Rastrigin,400,11,cma-es-ppmf-dp-2-pt-0.1
500498,50,Rastrigin,500,11,cma-es-ppmf-dp-2-pt-0.1
500499,50,Rastrigin,1000,11,cma-es-ppmf-dp-2-pt-0.1
492755,100,Rastrigin,10,11,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Rastrigin,50,11,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Rastrigin,100,11,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Rastrigin,200,11,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Rastrigin,300,11,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Rastrigin,400,11,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Rastrigin,500,11,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Rastrigin,1000,11,cma-es-ppmf-dp-2-pt-0.1
3706,2,Schaffer,10,11,cma-es-ppmf-dp-2-pt-0.1
5711,2,Schaffer,50,11,cma-es-ppmf-dp-2-pt-0.1
8180,2,Schaffer,100,11,cma-es-ppmf-dp-2-pt-0.1
14069,2,Schaffer,200,11,cma-es-ppmf-dp-2-pt-0.1
9330,2,Schaffer,300,11,cma-es-ppmf-dp-2-pt-0.1
20049,2,Schaffer,400,11,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schaffer,500,11,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schaffer,1000,11,cma-es-ppmf-dp-2-pt-0.1
15520,5,Schaffer,10,11,cma-es-ppmf-dp-2-pt-0.1
15554,5,Schaffer,50,11,cma-es-ppmf-dp-2-pt-0.1
18381,5,Schaffer,100,11,cma-es-ppmf-dp-2-pt-0.1
36782,5,Schaffer,200,11,cma-es-ppmf-dp-2-pt-0.1
50266,5,Schaffer,300,11,cma-es-ppmf-dp-2-pt-0.1
50124,5,Schaffer,400,11,cma-es-ppmf-dp-2-pt-0.1
50099,5,Schaffer,500,11,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schaffer,1000,11,cma-es-ppmf-dp-2-pt-0.1
58376,10,Schaffer,10,11,cma-es-ppmf-dp-2-pt-0.1
100010,10,Schaffer,50,11,cma-es-ppmf-dp-2-pt-0.1
73325,10,Schaffer,100,11,cma-es-ppmf-dp-2-pt-0.1
100097,10,Schaffer,200,11,cma-es-ppmf-dp-2-pt-0.1
100232,10,Schaffer,300,11,cma-es-ppmf-dp-2-pt-0.1
100249,10,Schaffer,400,11,cma-es-ppmf-dp-2-pt-0.1
100199,10,Schaffer,500,11,cma-es-ppmf-dp-2-pt-0.1
100099,10,Schaffer,1000,11,cma-es-ppmf-dp-2-pt-0.1
52854,30,Schaffer,10,11,cma-es-ppmf-dp-2-pt-0.1
300032,30,Schaffer,50,11,cma-es-ppmf-dp-2-pt-0.1
300070,30,Schaffer,100,11,cma-es-ppmf-dp-2-pt-0.1
300092,30,Schaffer,200,11,cma-es-ppmf-dp-2-pt-0.1
300096,30,Schaffer,300,11,cma-es-ppmf-dp-2-pt-0.1
300348,30,Schaffer,400,11,cma-es-ppmf-dp-2-pt-0.1
300098,30,Schaffer,500,11,cma-es-ppmf-dp-2-pt-0.1
300299,30,Schaffer,1000,11,cma-es-ppmf-dp-2-pt-0.1
59058,50,Schaffer,10,11,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schaffer,50,11,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schaffer,100,11,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schaffer,200,11,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schaffer,300,11,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schaffer,400,11,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schaffer,500,11,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schaffer,1000,11,cma-es-ppmf-dp-2-pt-0.1
534071,100,Schaffer,10,11,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schaffer,50,11,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schaffer,100,11,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schaffer,200,11,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schaffer,300,11,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schaffer,400,11,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schaffer,500,11,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schaffer,1000,11,cma-es-ppmf-dp-2-pt-0.1
3442,2,Schwefel,10,11,cma-es-ppmf-dp-2-pt-0.1
4589,2,Schwefel,50,11,cma-es-ppmf-dp-2-pt-0.1
5655,2,Schwefel,100,11,cma-es-ppmf-dp-2-pt-0.1
9446,2,Schwefel,200,11,cma-es-ppmf-dp-2-pt-0.1
13544,2,Schwefel,300,11,cma-es-ppmf-dp-2-pt-0.1
16039,2,Schwefel,400,11,cma-es-ppmf-dp-2-pt-0.1
19538,2,Schwefel,500,11,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schwefel,1000,11,cma-es-ppmf-dp-2-pt-0.1
13408,5,Schwefel,10,11,cma-es-ppmf-dp-2-pt-0.1
6527,5,Schwefel,50,11,cma-es-ppmf-dp-2-pt-0.1
9695,5,Schwefel,100,11,cma-es-ppmf-dp-2-pt-0.1
15275,5,Schwefel,200,11,cma-es-ppmf-dp-2-pt-0.1
20467,5,Schwefel,300,11,cma-es-ppmf-dp-2-pt-0.1
26064,5,Schwefel,400,11,cma-es-ppmf-dp-2-pt-0.1
32063,5,Schwefel,500,11,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schwefel,1000,11,cma-es-ppmf-dp-2-pt-0.1
11802,10,Schwefel,10,11,cma-es-ppmf-dp-2-pt-0.1
7853,10,Schwefel,50,11,cma-es-ppmf-dp-2-pt-0.1
13331,10,Schwefel,100,11,cma-es-ppmf-dp-2-pt-0.1
22511,10,Schwefel,200,11,cma-es-ppmf-dp-2-pt-0.1
31002,10,Schwefel,300,11,cma-es-ppmf-dp-2-pt-0.1
38495,10,Schwefel,400,11,cma-es-ppmf-dp-2-pt-0.1
46091,10,Schwefel,500,11,cma-es-ppmf-dp-2-pt-0.1
82081,10,Schwefel,1000,11,cma-es-ppmf-dp-2-pt-0.1
13925,30,Schwefel,10,11,cma-es-ppmf-dp-2-pt-0.1
167942,30,Schwefel,50,11,cma-es-ppmf-dp-2-pt-0.1
194121,30,Schwefel,100,11,cma-es-ppmf-dp-2-pt-0.1
247430,30,Schwefel,200,11,cma-es-ppmf-dp-2-pt-0.1
139663,30,Schwefel,300,11,cma-es-ppmf-dp-2-pt-0.1
212529,30,Schwefel,400,11,cma-es-ppmf-dp-2-pt-0.1
79157,30,Schwefel,500,11,cma-es-ppmf-dp-2-pt-0.1
141140,30,Schwefel,1000,11,cma-es-ppmf-dp-2-pt-0.1
59256,50,Schwefel,10,11,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schwefel,50,11,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schwefel,100,11,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schwefel,200,11,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schwefel,300,11,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schwefel,400,11,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schwefel,500,11,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schwefel,1000,11,cma-es-ppmf-dp-2-pt-0.1
556247,100,Schwefel,10,11,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schwefel,50,11,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schwefel,100,11,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schwefel,200,11,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schwefel,300,11,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schwefel,400,11,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schwefel,500,11,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schwefel,1000,11,cma-es-ppmf-dp-2-pt-0.1
3607,2,Griewank,10,11,cma-es-ppmf-dp-2-pt-0.1
5915,2,Griewank,50,11,cma-es-ppmf-dp-2-pt-0.1
9190,2,Griewank,100,11,cma-es-ppmf-dp-2-pt-0.1
17084,2,Griewank,200,11,cma-es-ppmf-dp-2-pt-0.1
20166,2,Griewank,300,11,cma-es-ppmf-dp-2-pt-0.1
20049,2,Griewank,400,11,cma-es-ppmf-dp-2-pt-0.1
20039,2,Griewank,500,11,cma-es-ppmf-dp-2-pt-0.1
20019,2,Griewank,1000,11,cma-es-ppmf-dp-2-pt-0.1
14200,5,Griewank,10,11,cma-es-ppmf-dp-2-pt-0.1
18767,5,Griewank,50,11,cma-es-ppmf-dp-2-pt-0.1
29188,5,Griewank,100,11,cma-es-ppmf-dp-2-pt-0.1
35978,5,Griewank,200,11,cma-es-ppmf-dp-2-pt-0.1
46052,5,Griewank,300,11,cma-es-ppmf-dp-2-pt-0.1
18846,5,Griewank,400,11,cma-es-ppmf-dp-2-pt-0.1
26051,5,Griewank,500,11,cma-es-ppmf-dp-2-pt-0.1
45044,5,Griewank,1000,11,cma-es-ppmf-dp-2-pt-0.1
57925,10,Griewank,10,11,cma-es-ppmf-dp-2-pt-0.1
8261,10,Griewank,50,11,cma-es-ppmf-dp-2-pt-0.1
8483,10,Griewank,100,11,cma-es-ppmf-dp-2-pt-0.1
12863,10,Griewank,200,11,cma-es-ppmf-dp-2-pt-0.1
19263,10,Griewank,300,11,cma-es-ppmf-dp-2-pt-0.1
22455,10,Griewank,400,11,cma-es-ppmf-dp-2-pt-0.1
26552,10,Griewank,500,11,cma-es-ppmf-dp-2-pt-0.1
47046,10,Griewank,1000,11,cma-es-ppmf-dp-2-pt-0.1
24496,30,Griewank,10,11,cma-es-ppmf-dp-2-pt-0.1
11474,30,Griewank,50,11,cma-es-ppmf-dp-2-pt-0.1
16967,30,Griewank,100,11,cma-es-ppmf-dp-2-pt-0.1
27536,30,Griewank,200,11,cma-es-ppmf-dp-2-pt-0.1
34313,30,Griewank,300,11,cma-es-ppmf-dp-2-pt-0.1
43708,30,Griewank,400,11,cma-es-ppmf-dp-2-pt-0.1
47093,30,Griewank,500,11,cma-es-ppmf-dp-2-pt-0.1
81080,30,Griewank,1000,11,cma-es-ppmf-dp-2-pt-0.1
70003,50,Griewank,10,11,cma-es-ppmf-dp-2-pt-0.1
21878,50,Griewank,50,11,cma-es-ppmf-dp-2-pt-0.1
31410,50,Griewank,100,11,cma-es-ppmf-dp-2-pt-0.1
51254,50,Griewank,200,11,cma-es-ppmf-dp-2-pt-0.1
64413,50,Griewank,300,11,cma-es-ppmf-dp-2-pt-0.1
72981,50,Griewank,400,11,cma-es-ppmf-dp-2-pt-0.1
80660,50,Griewank,500,11,cma-es-ppmf-dp-2-pt-0.1
126125,50,Griewank,1000,11,cma-es-ppmf-dp-2-pt-0.1
562374,100,Griewank,10,11,cma-es-ppmf-dp-2-pt-0.1
52733,100,Griewank,50,11,cma-es-ppmf-dp-2-pt-0.1
72416,100,Griewank,100,11,cma-es-ppmf-dp-2-pt-0.1
114368,100,Griewank,200,11,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Griewank,300,11,cma-es-ppmf-dp-2-pt-0.1
187667,100,Griewank,400,11,cma-es-ppmf-dp-2-pt-0.1
219938,100,Griewank,500,11,cma-es-ppmf-dp-2-pt-0.1
325324,100,Griewank,1000,11,cma-es-ppmf-dp-2-pt-0.1
3420,2,Rastrigin,10,12,cma-es-ppmf-dp-2-pt-0.1
5813,2,Rastrigin,50,12,cma-es-ppmf-dp-2-pt-0.1
8988,2,Rastrigin,100,12,cma-es-ppmf-dp-2-pt-0.1
11255,2,Rastrigin,200,12,cma-es-ppmf-dp-2-pt-0.1
10534,2,Rastrigin,300,12,cma-es-ppmf-dp-2-pt-0.1
15638,2,Rastrigin,400,12,cma-es-ppmf-dp-2-pt-0.1
16031,2,Rastrigin,500,12,cma-es-ppmf-dp-2-pt-0.1
20019,2,Rastrigin,1000,12,cma-es-ppmf-dp-2-pt-0.1
13716,5,Rastrigin,10,12,cma-es-ppmf-dp-2-pt-0.1
18869,5,Rastrigin,50,12,cma-es-ppmf-dp-2-pt-0.1
14240,5,Rastrigin,100,12,cma-es-ppmf-dp-2-pt-0.1
16682,5,Rastrigin,200,12,cma-es-ppmf-dp-2-pt-0.1
16855,5,Rastrigin,300,12,cma-es-ppmf-dp-2-pt-0.1
23257,5,Rastrigin,400,12,cma-es-ppmf-dp-2-pt-0.1
23546,5,Rastrigin,500,12,cma-es-ppmf-dp-2-pt-0.1
43042,5,Rastrigin,1000,12,cma-es-ppmf-dp-2-pt-0.1
61676,10,Rastrigin,10,12,cma-es-ppmf-dp-2-pt-0.1
73541,10,Rastrigin,50,12,cma-es-ppmf-dp-2-pt-0.1
100090,10,Rastrigin,100,12,cma-es-ppmf-dp-2-pt-0.1
36380,10,Rastrigin,200,12,cma-es-ppmf-dp-2-pt-0.1
27089,10,Rastrigin,300,12,cma-es-ppmf-dp-2-pt-0.1
28470,10,Rastrigin,400,12,cma-es-ppmf-dp-2-pt-0.1
34067,10,Rastrigin,500,12,cma-es-ppmf-dp-2-pt-0.1
58057,10,Rastrigin,1000,12,cma-es-ppmf-dp-2-pt-0.1
300002,30,Rastrigin,10,12,cma-es-ppmf-dp-2-pt-0.1
300032,30,Rastrigin,50,12,cma-es-ppmf-dp-2-pt-0.1
300070,30,Rastrigin,100,12,cma-es-ppmf-dp-2-pt-0.1
300092,30,Rastrigin,200,12,cma-es-ppmf-dp-2-pt-0.1
300096,30,Rastrigin,300,12,cma-es-ppmf-dp-2-pt-0.1
300348,30,Rastrigin,400,12,cma-es-ppmf-dp-2-pt-0.1
300098,30,Rastrigin,500,12,cma-es-ppmf-dp-2-pt-0.1
300299,30,Rastrigin,1000,12,cma-es-ppmf-dp-2-pt-0.1
73171,50,Rastrigin,10,12,cma-es-ppmf-dp-2-pt-0.1
500003,50,Rastrigin,50,12,cma-es-ppmf-dp-2-pt-0.1
500050,50,Rastrigin,100,12,cma-es-ppmf-dp-2-pt-0.1
500087,50,Rastrigin,200,12,cma-es-ppmf-dp-2-pt-0.1
500261,50,Rastrigin,300,12,cma-es-ppmf-dp-2-pt-0.1
500046,50,Rastrigin,400,12,cma-es-ppmf-dp-2-pt-0.1
500498,50,Rastrigin,500,12,cma-es-ppmf-dp-2-pt-0.1
500499,50,Rastrigin,1000,12,cma-es-ppmf-dp-2-pt-0.1
554707,100,Rastrigin,10,12,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Rastrigin,50,12,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Rastrigin,100,12,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Rastrigin,200,12,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Rastrigin,300,12,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Rastrigin,400,12,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Rastrigin,500,12,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Rastrigin,1000,12,cma-es-ppmf-dp-2-pt-0.1
3750,2,Schaffer,10,12,cma-es-ppmf-dp-2-pt-0.1
5456,2,Schaffer,50,12,cma-es-ppmf-dp-2-pt-0.1
8483,2,Schaffer,100,12,cma-es-ppmf-dp-2-pt-0.1
14069,2,Schaffer,200,12,cma-es-ppmf-dp-2-pt-0.1
18661,2,Schaffer,300,12,cma-es-ppmf-dp-2-pt-0.1
20049,2,Schaffer,400,12,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schaffer,500,12,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schaffer,1000,12,cma-es-ppmf-dp-2-pt-0.1
14409,5,Schaffer,10,12,cma-es-ppmf-dp-2-pt-0.1
15707,5,Schaffer,50,12,cma-es-ppmf-dp-2-pt-0.1
17977,5,Schaffer,100,12,cma-es-ppmf-dp-2-pt-0.1
27335,5,Schaffer,200,12,cma-es-ppmf-dp-2-pt-0.1
39731,5,Schaffer,300,12,cma-es-ppmf-dp-2-pt-0.1
42505,5,Schaffer,400,12,cma-es-ppmf-dp-2-pt-0.1
50099,5,Schaffer,500,12,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schaffer,1000,12,cma-es-ppmf-dp-2-pt-0.1
75173,10,Schaffer,10,12,cma-es-ppmf-dp-2-pt-0.1
100010,10,Schaffer,50,12,cma-es-ppmf-dp-2-pt-0.1
69790,10,Schaffer,100,12,cma-es-ppmf-dp-2-pt-0.1
100097,10,Schaffer,200,12,cma-es-ppmf-dp-2-pt-0.1
100232,10,Schaffer,300,12,cma-es-ppmf-dp-2-pt-0.1
100249,10,Schaffer,400,12,cma-es-ppmf-dp-2-pt-0.1
100199,10,Schaffer,500,12,cma-es-ppmf-dp-2-pt-0.1
100099,10,Schaffer,1000,12,cma-es-ppmf-dp-2-pt-0.1
300002,30,Schaffer,10,12,cma-es-ppmf-dp-2-pt-0.1
300032,30,Schaffer,50,12,cma-es-ppmf-dp-2-pt-0.1
300070,30,Schaffer,100,12,cma-es-ppmf-dp-2-pt-0.1
300092,30,Schaffer,200,12,cma-es-ppmf-dp-2-pt-0.1
300096,30,Schaffer,300,12,cma-es-ppmf-dp-2-pt-0.1
300348,30,Schaffer,400,12,cma-es-ppmf-dp-2-pt-0.1
300098,30,Schaffer,500,12,cma-es-ppmf-dp-2-pt-0.1
300299,30,Schaffer,1000,12,cma-es-ppmf-dp-2-pt-0.1
63491,50,Schaffer,10,12,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schaffer,50,12,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schaffer,100,12,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schaffer,200,12,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schaffer,300,12,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schaffer,400,12,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schaffer,500,12,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schaffer,1000,12,cma-es-ppmf-dp-2-pt-0.1
501500,100,Schaffer,10,12,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schaffer,50,12,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schaffer,100,12,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schaffer,200,12,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schaffer,300,12,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schaffer,400,12,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schaffer,500,12,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schaffer,1000,12,cma-es-ppmf-dp-2-pt-0.1
3431,2,Schwefel,10,12,cma-es-ppmf-dp-2-pt-0.1
4232,2,Schwefel,50,12,cma-es-ppmf-dp-2-pt-0.1
5958,2,Schwefel,100,12,cma-es-ppmf-dp-2-pt-0.1
9446,2,Schwefel,200,12,cma-es-ppmf-dp-2-pt-0.1
12641,2,Schwefel,300,12,cma-es-ppmf-dp-2-pt-0.1
16039,2,Schwefel,400,12,cma-es-ppmf-dp-2-pt-0.1
19538,2,Schwefel,500,12,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schwefel,1000,12,cma-es-ppmf-dp-2-pt-0.1
13100,5,Schwefel,10,12,cma-es-ppmf-dp-2-pt-0.1
6272,5,Schwefel,50,12,cma-es-ppmf-dp-2-pt-0.1
9493,5,Schwefel,100,12,cma-es-ppmf-dp-2-pt-0.1
15074,5,Schwefel,200,12,cma-es-ppmf-dp-2-pt-0.1
20768,5,Schwefel,300,12,cma-es-ppmf-dp-2-pt-0.1
26064,5,Schwefel,400,12,cma-es-ppmf-dp-2-pt-0.1
31061,5,Schwefel,500,12,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schwefel,1000,12,cma-es-ppmf-dp-2-pt-0.1
9602,10,Schwefel,10,12,cma-es-ppmf-dp-2-pt-0.1
7853,10,Schwefel,50,12,cma-es-ppmf-dp-2-pt-0.1
13230,10,Schwefel,100,12,cma-es-ppmf-dp-2-pt-0.1
22712,10,Schwefel,200,12,cma-es-ppmf-dp-2-pt-0.1
30400,10,Schwefel,300,12,cma-es-ppmf-dp-2-pt-0.1
38495,10,Schwefel,400,12,cma-es-ppmf-dp-2-pt-0.1
45590,10,Schwefel,500,12,cma-es-ppmf-dp-2-pt-0.1
82081,10,Schwefel,1000,12,cma-es-ppmf-dp-2-pt-0.1
22846,30,Schwefel,10,12,cma-es-ppmf-dp-2-pt-0.1
189056,30,Schwefel,50,12,cma-es-ppmf-dp-2-pt-0.1
166043,30,Schwefel,100,12,cma-es-ppmf-dp-2-pt-0.1
201602,30,Schwefel,200,12,cma-es-ppmf-dp-2-pt-0.1
133041,30,Schwefel,300,12,cma-es-ppmf-dp-2-pt-0.1
65362,30,Schwefel,400,12,cma-es-ppmf-dp-2-pt-0.1
78656,30,Schwefel,500,12,cma-es-ppmf-dp-2-pt-0.1
142141,30,Schwefel,1000,12,cma-es-ppmf-dp-2-pt-0.1
64448,50,Schwefel,10,12,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schwefel,50,12,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schwefel,100,12,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schwefel,200,12,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schwefel,300,12,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schwefel,400,12,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schwefel,500,12,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schwefel,1000,12,cma-es-ppmf-dp-2-pt-0.1
549669,100,Schwefel,10,12,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schwefel,50,12,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schwefel,100,12,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schwefel,200,12,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schwefel,300,12,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schwefel,400,12,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schwefel,500,12,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schwefel,1000,12,cma-es-ppmf-dp-2-pt-0.1
3530,2,Griewank,10,12,cma-es-ppmf-dp-2-pt-0.1
5915,2,Griewank,50,12,cma-es-ppmf-dp-2-pt-0.1
9695,2,Griewank,100,12,cma-es-ppmf-dp-2-pt-0.1
16280,2,Griewank,200,12,cma-es-ppmf-dp-2-pt-0.1
20166,2,Griewank,300,12,cma-es-ppmf-dp-2-pt-0.1
20049,2,Griewank,400,12,cma-es-ppmf-dp-2-pt-0.1
20039,2,Griewank,500,12,cma-es-ppmf-dp-2-pt-0.1
20019,2,Griewank,1000,12,cma-es-ppmf-dp-2-pt-0.1
13793,5,Griewank,10,12,cma-es-ppmf-dp-2-pt-0.1
18665,5,Griewank,50,12,cma-es-ppmf-dp-2-pt-0.1
25754,5,Griewank,100,12,cma-es-ppmf-dp-2-pt-0.1
43013,5,Griewank,200,12,cma-es-ppmf-dp-2-pt-0.1
24982,5,Griewank,300,12,cma-es-ppmf-dp-2-pt-0.1
26866,5,Griewank,400,12,cma-es-ppmf-dp-2-pt-0.1
33065,5,Griewank,500,12,cma-es-ppmf-dp-2-pt-0.1
47046,5,Griewank,1000,12,cma-es-ppmf-dp-2-pt-0.1
52062,10,Griewank,10,12,cma-es-ppmf-dp-2-pt-0.1
4538,10,Griewank,50,12,cma-es-ppmf-dp-2-pt-0.1
7877,10,Griewank,100,12,cma-es-ppmf-dp-2-pt-0.1
14270,10,Griewank,200,12,cma-es-ppmf-dp-2-pt-0.1
17758,10,Griewank,300,12,cma-es-ppmf-dp-2-pt-0.1
22054,10,Griewank,400,12,cma-es-ppmf-dp-2-pt-0.1
29057,10,Griewank,500,12,cma-es-ppmf-dp-2-pt-0.1
48047,10,Griewank,1000,12,cma-es-ppmf-dp-2-pt-0.1
300002,30,Griewank,10,12,cma-es-ppmf-dp-2-pt-0.1
11984,30,Griewank,50,12,cma-es-ppmf-dp-2-pt-0.1
17270,30,Griewank,100,12,cma-es-ppmf-dp-2-pt-0.1
25727,30,Griewank,200,12,cma-es-ppmf-dp-2-pt-0.1
32206,30,Griewank,300,12,cma-es-ppmf-dp-2-pt-0.1
41703,30,Griewank,400,12,cma-es-ppmf-dp-2-pt-0.1
49097,30,Griewank,500,12,cma-es-ppmf-dp-2-pt-0.1
79078,30,Griewank,1000,12,cma-es-ppmf-dp-2-pt-0.1
500004,50,Griewank,10,12,cma-es-ppmf-dp-2-pt-0.1
21470,50,Griewank,50,12,cma-es-ppmf-dp-2-pt-0.1
30299,50,Griewank,100,12,cma-es-ppmf-dp-2-pt-0.1
50249,50,Griewank,200,12,cma-es-ppmf-dp-2-pt-0.1
61102,50,Griewank,300,12,cma-es-ppmf-dp-2-pt-0.1
73783,50,Griewank,400,12,cma-es-ppmf-dp-2-pt-0.1
80159,50,Griewank,500,12,cma-es-ppmf-dp-2-pt-0.1
133132,50,Griewank,1000,12,cma-es-ppmf-dp-2-pt-0.1
627967,100,Griewank,10,12,cma-es-ppmf-dp-2-pt-0.1
51305,100,Griewank,50,12,cma-es-ppmf-dp-2-pt-0.1
75547,100,Griewank,100,12,cma-es-ppmf-dp-2-pt-0.1
114368,100,Griewank,200,12,cma-es-ppmf-dp-2-pt-0.1
152305,100,Griewank,300,12,cma-es-ppmf-dp-2-pt-0.1
186063,100,Griewank,400,12,cma-es-ppmf-dp-2-pt-0.1
213926,100,Griewank,500,12,cma-es-ppmf-dp-2-pt-0.1
323322,100,Griewank,1000,12,cma-es-ppmf-dp-2-pt-0.1
3310,2,Rastrigin,10,13,cma-es-ppmf-dp-2-pt-0.1
6017,2,Rastrigin,50,13,cma-es-ppmf-dp-2-pt-0.1
6665,2,Rastrigin,100,13,cma-es-ppmf-dp-2-pt-0.1
9044,2,Rastrigin,200,13,cma-es-ppmf-dp-2-pt-0.1
20166,2,Rastrigin,300,13,cma-es-ppmf-dp-2-pt-0.1
14034,2,Rastrigin,400,13,cma-es-ppmf-dp-2-pt-0.1
17534,2,Rastrigin,500,13,cma-es-ppmf-dp-2-pt-0.1
20019,2,Rastrigin,1000,13,cma-es-ppmf-dp-2-pt-0.1
13848,5,Rastrigin,10,13,cma-es-ppmf-dp-2-pt-0.1
18206,5,Rastrigin,50,13,cma-es-ppmf-dp-2-pt-0.1
25754,5,Rastrigin,100,13,cma-es-ppmf-dp-2-pt-0.1
18491,5,Rastrigin,200,13,cma-es-ppmf-dp-2-pt-0.1
17457,5,Rastrigin,300,13,cma-es-ppmf-dp-2-pt-0.1
20450,5,Rastrigin,400,13,cma-es-ppmf-dp-2-pt-0.1
26051,5,Rastrigin,500,13,cma-es-ppmf-dp-2-pt-0.1
43042,5,Rastrigin,1000,13,cma-es-ppmf-dp-2-pt-0.1
54251,10,Rastrigin,10,13,cma-es-ppmf-dp-2-pt-0.1
70889,10,Rastrigin,50,13,cma-es-ppmf-dp-2-pt-0.1
100090,10,Rastrigin,100,13,cma-es-ppmf-dp-2-pt-0.1
24722,10,Rastrigin,200,13,cma-es-ppmf-dp-2-pt-0.1
23778,10,Rastrigin,300,13,cma-es-ppmf-dp-2-pt-0.1
30876,10,Rastrigin,400,13,cma-es-ppmf-dp-2-pt-0.1
33065,10,Rastrigin,500,13,cma-es-ppmf-dp-2-pt-0.1
59058,10,Rastrigin,1000,13,cma-es-ppmf-dp-2-pt-0.1
300002,30,Rastrigin,10,13,cma-es-ppmf-dp-2-pt-0.1
300032,30,Rastrigin,50,13,cma-es-ppmf-dp-2-pt-0.1
300070,30,Rastrigin,100,13,cma-es-ppmf-dp-2-pt-0.1
