FE,N,Eval,sigma,Iteration,Alg
82199,50,Ellips100,100,3,cma-es-ppmf-dp-2-pt-0.1
91199,50,Ellips100,1000,3,cma-es-ppmf-dp-2-pt-0.1
455199,100,Ellips100,0.001,3,cma-es-ppmf-dp-2-pt-0.1
473199,100,Ellips100,0.01,3,cma-es-ppmf-dp-2-pt-0.1
431599,100,Ellips100,0.1,3,cma-es-ppmf-dp-2-pt-0.1
410799,100,Ellips100,1,3,cma-es-ppmf-dp-2-pt-0.1
382399,100,Ellips100,10,3,cma-es-ppmf-dp-2-pt-0.1
361599,100,Ellips100,100,3,cma-es-ppmf-dp-2-pt-0.1
389599,100,Ellips100,1000,3,cma-es-ppmf-dp-2-pt-0.1
4559,2,Sphere,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4151,2,Sphere,0.01,4,cma-es-ppmf-dp-2-pt-0.1
3839,2,Sphere,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3367,2,Sphere,1,4,cma-es-ppmf-dp-2-pt-0.1
3375,2,Sphere,10,4,cma-es-ppmf-dp-2-pt-0.1
2999,2,Sphere,100,4,cma-es-ppmf-dp-2-pt-0.1
2551,2,Sphere,1000,4,cma-es-ppmf-dp-2-pt-0.1
3019,5,Sphere,0.001,4,cma-es-ppmf-dp-2-pt-0.1
2719,5,Sphere,0.01,4,cma-es-ppmf-dp-2-pt-0.1
2419,5,Sphere,0.1,4,cma-es-ppmf-dp-2-pt-0.1
2799,5,Sphere,1,4,cma-es-ppmf-dp-2-pt-0.1
2499,5,Sphere,10,4,cma-es-ppmf-dp-2-pt-0.1
2499,5,Sphere,100,4,cma-es-ppmf-dp-2-pt-0.1
2519,5,Sphere,1000,4,cma-es-ppmf-dp-2-pt-0.1
4239,10,Sphere,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4359,10,Sphere,0.01,4,cma-es-ppmf-dp-2-pt-0.1
4079,10,Sphere,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3799,10,Sphere,1,4,cma-es-ppmf-dp-2-pt-0.1
3559,10,Sphere,10,4,cma-es-ppmf-dp-2-pt-0.1
3799,10,Sphere,100,4,cma-es-ppmf-dp-2-pt-0.1
4239,10,Sphere,1000,4,cma-es-ppmf-dp-2-pt-0.1
17399,30,Sphere,0.001,4,cma-es-ppmf-dp-2-pt-0.1
16679,30,Sphere,0.01,4,cma-es-ppmf-dp-2-pt-0.1
15359,30,Sphere,0.1,4,cma-es-ppmf-dp-2-pt-0.1
15599,30,Sphere,1,4,cma-es-ppmf-dp-2-pt-0.1
12119,30,Sphere,10,4,cma-es-ppmf-dp-2-pt-0.1
12719,30,Sphere,100,4,cma-es-ppmf-dp-2-pt-0.1
13319,30,Sphere,1000,4,cma-es-ppmf-dp-2-pt-0.1
42199,50,Sphere,0.001,4,cma-es-ppmf-dp-2-pt-0.1
41199,50,Sphere,0.01,4,cma-es-ppmf-dp-2-pt-0.1
38799,50,Sphere,0.1,4,cma-es-ppmf-dp-2-pt-0.1
34999,50,Sphere,1,4,cma-es-ppmf-dp-2-pt-0.1
28199,50,Sphere,10,4,cma-es-ppmf-dp-2-pt-0.1
26399,50,Sphere,100,4,cma-es-ppmf-dp-2-pt-0.1
30599,50,Sphere,1000,4,cma-es-ppmf-dp-2-pt-0.1
149199,100,Sphere,0.001,4,cma-es-ppmf-dp-2-pt-0.1
149599,100,Sphere,0.01,4,cma-es-ppmf-dp-2-pt-0.1
133999,100,Sphere,0.1,4,cma-es-ppmf-dp-2-pt-0.1
118799,100,Sphere,1,4,cma-es-ppmf-dp-2-pt-0.1
96399,100,Sphere,10,4,cma-es-ppmf-dp-2-pt-0.1
90399,100,Sphere,100,4,cma-es-ppmf-dp-2-pt-0.1
95999,100,Sphere,1000,4,cma-es-ppmf-dp-2-pt-0.1
4559,2,Ellips10,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4399,2,Ellips10,0.01,4,cma-es-ppmf-dp-2-pt-0.1
4023,2,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3887,2,Ellips10,1,4,cma-es-ppmf-dp-2-pt-0.1
3303,2,Ellips10,10,4,cma-es-ppmf-dp-2-pt-0.1
3079,2,Ellips10,100,4,cma-es-ppmf-dp-2-pt-0.1
2855,2,Ellips10,1000,4,cma-es-ppmf-dp-2-pt-0.1
3019,5,Ellips10,0.001,4,cma-es-ppmf-dp-2-pt-0.1
2959,5,Ellips10,0.01,4,cma-es-ppmf-dp-2-pt-0.1
2699,5,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
2999,5,Ellips10,1,4,cma-es-ppmf-dp-2-pt-0.1
3039,5,Ellips10,10,4,cma-es-ppmf-dp-2-pt-0.1
2819,5,Ellips10,100,4,cma-es-ppmf-dp-2-pt-0.1
2859,5,Ellips10,1000,4,cma-es-ppmf-dp-2-pt-0.1
5319,10,Ellips10,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4719,10,Ellips10,0.01,4,cma-es-ppmf-dp-2-pt-0.1
4439,10,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3999,10,Ellips10,1,4,cma-es-ppmf-dp-2-pt-0.1
4039,10,Ellips10,10,4,cma-es-ppmf-dp-2-pt-0.1
4119,10,Ellips10,100,4,cma-es-ppmf-dp-2-pt-0.1
4319,10,Ellips10,1000,4,cma-es-ppmf-dp-2-pt-0.1
26159,30,Ellips10,0.001,4,cma-es-ppmf-dp-2-pt-0.1
24839,30,Ellips10,0.01,4,cma-es-ppmf-dp-2-pt-0.1
23159,30,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
21239,30,Ellips10,1,4,cma-es-ppmf-dp-2-pt-0.1
17639,30,Ellips10,10,4,cma-es-ppmf-dp-2-pt-0.1
18479,30,Ellips10,100,4,cma-es-ppmf-dp-2-pt-0.1
19919,30,Ellips10,1000,4,cma-es-ppmf-dp-2-pt-0.1
63799,50,Ellips10,0.001,4,cma-es-ppmf-dp-2-pt-0.1
61999,50,Ellips10,0.01,4,cma-es-ppmf-dp-2-pt-0.1
62599,50,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
53799,50,Ellips10,1,4,cma-es-ppmf-dp-2-pt-0.1
49599,50,Ellips10,10,4,cma-es-ppmf-dp-2-pt-0.1
46999,50,Ellips10,100,4,cma-es-ppmf-dp-2-pt-0.1
47999,50,Ellips10,1000,4,cma-es-ppmf-dp-2-pt-0.1
252399,100,Ellips10,0.001,4,cma-es-ppmf-dp-2-pt-0.1
244799,100,Ellips10,0.01,4,cma-es-ppmf-dp-2-pt-0.1
218799,100,Ellips10,0.1,4,cma-es-ppmf-dp-2-pt-0.1
205999,100,Ellips10,1,4,cma-es-ppmf-dp-2-pt-0.1
185999,100,Ellips10,10,4,cma-es-ppmf-dp-2-pt-0.1
171199,100,Ellips10,100,4,cma-es-ppmf-dp-2-pt-0.1
184399,100,Ellips10,1000,4,cma-es-ppmf-dp-2-pt-0.1
4823,2,Ellips100,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4335,2,Ellips100,0.01,4,cma-es-ppmf-dp-2-pt-0.1
4183,2,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3799,2,Ellips100,1,4,cma-es-ppmf-dp-2-pt-0.1
3447,2,Ellips100,10,4,cma-es-ppmf-dp-2-pt-0.1
3351,2,Ellips100,100,4,cma-es-ppmf-dp-2-pt-0.1
2815,2,Ellips100,1000,4,cma-es-ppmf-dp-2-pt-0.1
3339,5,Ellips100,0.001,4,cma-es-ppmf-dp-2-pt-0.1
3119,5,Ellips100,0.01,4,cma-es-ppmf-dp-2-pt-0.1
3219,5,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
2879,5,Ellips100,1,4,cma-es-ppmf-dp-2-pt-0.1
2639,5,Ellips100,10,4,cma-es-ppmf-dp-2-pt-0.1
2679,5,Ellips100,100,4,cma-es-ppmf-dp-2-pt-0.1
2959,5,Ellips100,1000,4,cma-es-ppmf-dp-2-pt-0.1
5959,10,Ellips100,0.001,4,cma-es-ppmf-dp-2-pt-0.1
5359,10,Ellips100,0.01,4,cma-es-ppmf-dp-2-pt-0.1
4879,10,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
5159,10,Ellips100,1,4,cma-es-ppmf-dp-2-pt-0.1
4359,10,Ellips100,10,4,cma-es-ppmf-dp-2-pt-0.1
5039,10,Ellips100,100,4,cma-es-ppmf-dp-2-pt-0.1
5079,10,Ellips100,1000,4,cma-es-ppmf-dp-2-pt-0.1
38159,30,Ellips100,0.001,4,cma-es-ppmf-dp-2-pt-0.1
37439,30,Ellips100,0.01,4,cma-es-ppmf-dp-2-pt-0.1
33719,30,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
32639,30,Ellips100,1,4,cma-es-ppmf-dp-2-pt-0.1
32999,30,Ellips100,10,4,cma-es-ppmf-dp-2-pt-0.1
29639,30,Ellips100,100,4,cma-es-ppmf-dp-2-pt-0.1
30839,30,Ellips100,1000,4,cma-es-ppmf-dp-2-pt-0.1
109399,50,Ellips100,0.001,4,cma-es-ppmf-dp-2-pt-0.1
103799,50,Ellips100,0.01,4,cma-es-ppmf-dp-2-pt-0.1
101599,50,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
99199,50,Ellips100,1,4,cma-es-ppmf-dp-2-pt-0.1
88399,50,Ellips100,10,4,cma-es-ppmf-dp-2-pt-0.1
84199,50,Ellips100,100,4,cma-es-ppmf-dp-2-pt-0.1
87199,50,Ellips100,1000,4,cma-es-ppmf-dp-2-pt-0.1
465199,100,Ellips100,0.001,4,cma-es-ppmf-dp-2-pt-0.1
455999,100,Ellips100,0.01,4,cma-es-ppmf-dp-2-pt-0.1
426399,100,Ellips100,0.1,4,cma-es-ppmf-dp-2-pt-0.1
408799,100,Ellips100,1,4,cma-es-ppmf-dp-2-pt-0.1
391999,100,Ellips100,10,4,cma-es-ppmf-dp-2-pt-0.1
369999,100,Ellips100,100,4,cma-es-ppmf-dp-2-pt-0.1
399599,100,Ellips100,1000,4,cma-es-ppmf-dp-2-pt-0.1
4487,2,Sphere,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4159,2,Sphere,0.01,5,cma-es-ppmf-dp-2-pt-0.1
3855,2,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3551,2,Sphere,1,5,cma-es-ppmf-dp-2-pt-0.1
3271,2,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
2847,2,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
2495,2,Sphere,1000,5,cma-es-ppmf-dp-2-pt-0.1
2979,5,Sphere,0.001,5,cma-es-ppmf-dp-2-pt-0.1
2659,5,Sphere,0.01,5,cma-es-ppmf-dp-2-pt-0.1
2639,5,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
2479,5,Sphere,1,5,cma-es-ppmf-dp-2-pt-0.1
2539,5,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
2719,5,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
2759,5,Sphere,1000,5,cma-es-ppmf-dp-2-pt-0.1
4319,10,Sphere,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4439,10,Sphere,0.01,5,cma-es-ppmf-dp-2-pt-0.1
4079,10,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3839,10,Sphere,1,5,cma-es-ppmf-dp-2-pt-0.1
3519,10,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
3839,10,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
4279,10,Sphere,1000,5,cma-es-ppmf-dp-2-pt-0.1
16919,30,Sphere,0.001,5,cma-es-ppmf-dp-2-pt-0.1
17999,30,Sphere,0.01,5,cma-es-ppmf-dp-2-pt-0.1
16319,30,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
14279,30,Sphere,1,5,cma-es-ppmf-dp-2-pt-0.1
12359,30,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
12839,30,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
13559,30,Sphere,1000,5,cma-es-ppmf-dp-2-pt-0.1
42599,50,Sphere,0.001,5,cma-es-ppmf-dp-2-pt-0.1
41999,50,Sphere,0.01,5,cma-es-ppmf-dp-2-pt-0.1
39399,50,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
34199,50,Sphere,1,5,cma-es-ppmf-dp-2-pt-0.1
26999,50,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
26999,50,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
29999,50,Sphere,1000,5,cma-es-ppmf-dp-2-pt-0.1
148799,100,Sphere,0.001,5,cma-es-ppmf-dp-2-pt-0.1
145199,100,Sphere,0.01,5,cma-es-ppmf-dp-2-pt-0.1
135199,100,Sphere,0.1,5,cma-es-ppmf-dp-2-pt-0.1
115199,100,Sphere,1,5,cma-es-ppmf-dp-2-pt-0.1
93999,100,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
89599,100,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
101599,100,Sphere,1000,5,cma-es-ppmf-dp-2-pt-0.1
4687,2,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4295,2,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
3951,2,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3615,2,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
3135,2,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
3015,2,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
2647,2,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
2819,5,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
3219,5,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
2799,5,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
2619,5,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
2579,5,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
2819,5,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
2759,5,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
4799,10,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4839,10,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
4359,10,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
4319,10,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
3919,10,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
4159,10,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
4359,10,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
25439,30,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
23879,30,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
22199,30,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
20519,30,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
17519,30,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
18239,30,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
20279,30,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
66399,50,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
66399,50,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
59599,50,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
53199,50,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
48799,50,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
45199,50,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
48399,50,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
248399,100,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
248799,100,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
222399,100,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
203199,100,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
179199,100,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
171999,100,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
192799,100,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
4887,2,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4375,2,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
4047,2,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3663,2,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
3279,2,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
3167,2,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
2687,2,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
3279,5,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
3179,5,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
2979,5,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
2819,5,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
2499,5,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
2799,5,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
3279,5,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
6039,10,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
5639,10,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
5319,10,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
4839,10,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
4319,10,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
4799,10,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
4759,10,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
38519,30,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
36719,30,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
36479,30,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
34799,30,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
31559,30,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
31439,30,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
31799,30,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
107799,50,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
108799,50,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
99799,50,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
97399,50,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
88999,50,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
84599,50,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
92399,50,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
453999,100,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
462799,100,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
436799,100,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
412399,100,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
387199,100,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
362799,100,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
388799,100,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
4447,2,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4063,2,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
3951,2,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3575,2,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
3207,2,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
2919,2,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
2663,2,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
2739,5,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
3119,5,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
2599,5,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
2819,5,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
2599,5,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
2219,5,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
2679,5,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
4359,10,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4399,10,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
4159,10,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3799,10,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
3599,10,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
3839,10,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
4119,10,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
18479,30,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
17879,30,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
16319,30,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
14759,30,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
12359,30,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
12359,30,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
13919,30,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
43599,50,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
40199,50,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
37799,50,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
34599,50,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
27799,50,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
26199,50,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
30199,50,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
145599,100,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
145999,100,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
128399,100,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
119199,100,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
98399,100,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
88799,100,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
101599,100,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
4487,2,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4223,2,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
4039,2,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3623,2,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
3455,2,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
2999,2,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
2663,2,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
3359,5,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
2759,5,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
2999,5,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
2719,5,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
2559,5,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
2839,5,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
2939,5,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
4879,10,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4559,10,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
4239,10,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
4279,10,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
3799,10,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
3879,10,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
4359,10,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
25319,30,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
24239,30,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
22559,30,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
19799,30,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
19319,30,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
17039,30,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
19559,30,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
62399,50,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
63399,50,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
60199,50,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
55399,50,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
47199,50,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
46799,50,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
47799,50,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
243199,100,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
247199,100,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
219599,100,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
204399,100,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
186799,100,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
171599,100,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
180399,100,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
4687,2,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4119,2,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
4063,2,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3647,2,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
3391,2,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
3055,2,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
2727,2,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
3059,5,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
3079,5,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
2999,5,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
2879,5,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
2719,5,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
3039,5,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
3359,5,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
5519,10,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
5279,10,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
5439,10,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
4959,10,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
4639,10,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
4719,10,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
5319,10,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
38279,30,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
37439,30,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
35759,30,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
34199,30,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
29399,30,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
