FE,N,Eval,sigma,Iteration,Alg
30839,30,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
32759,30,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
101799,50,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
106599,50,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
103799,50,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
93599,50,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
88399,50,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
90399,50,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
93999,50,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
481999,100,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
449999,100,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
437199,100,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
395199,100,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
394799,100,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
365999,100,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
392399,100,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
4343,2,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4159,2,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
3903,2,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3543,2,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
2983,2,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
2935,2,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
2679,2,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
2699,5,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
2579,5,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
2659,5,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
2719,5,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
2439,5,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
2819,5,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
2839,5,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
4439,10,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4359,10,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
4319,10,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3879,10,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
3799,10,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
3839,10,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
4079,10,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
17999,30,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
18599,30,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
16199,30,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
14639,30,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
12359,30,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
12839,30,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
14519,30,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
43799,50,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
41999,50,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
40599,50,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
34999,50,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
28399,50,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
26599,50,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
30199,50,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
147599,100,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
148399,100,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
135199,100,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
118399,100,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
98799,100,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
91599,100,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
97999,100,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
4567,2,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4319,2,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
3887,2,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3655,2,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
3399,2,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
3135,2,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
2735,2,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
2719,5,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
2799,5,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
2899,5,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
2899,5,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
2579,5,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
2579,5,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
2699,5,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
4599,10,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4719,10,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
4319,10,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
4079,10,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
3799,10,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
3959,10,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
4239,10,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
24959,30,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
25439,30,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
23399,30,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
21239,30,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
17879,30,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
18959,30,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
19679,30,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
65399,50,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
65599,50,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
57599,50,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
57199,50,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
49399,50,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
45799,50,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
46999,50,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
240799,100,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
239199,100,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
227999,100,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
203199,100,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
184799,100,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
170399,100,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
195599,100,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
4647,2,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4335,2,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
4015,2,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3911,2,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
3303,2,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
3103,2,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
2783,2,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
2839,5,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
3159,5,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
2979,5,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3079,5,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
2679,5,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
2599,5,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
3199,5,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
5599,10,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
5719,10,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
4999,10,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
4799,10,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
4559,10,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
4839,10,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
4879,10,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
38399,30,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
37679,30,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
34319,30,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
33239,30,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
31199,30,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
28679,30,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
31079,30,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
114799,50,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
103599,50,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
104199,50,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
98999,50,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
89199,50,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
87799,50,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
89599,50,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
474399,100,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
456799,100,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
436399,100,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
409599,100,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
393999,100,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
368399,100,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
395999,100,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
4463,2,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
4111,2,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
3911,2,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3575,2,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
3191,2,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
2919,2,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
2703,2,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
2679,5,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
3179,5,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
2579,5,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
2399,5,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
2379,5,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
2699,5,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
2799,5,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
4399,10,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
4399,10,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
4239,10,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3799,10,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
3519,10,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
3839,10,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
4159,10,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
17639,30,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
19199,30,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
16319,30,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
14039,30,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
12119,30,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
12719,30,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
13679,30,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
43599,50,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
42599,50,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
40599,50,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
34199,50,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
28399,50,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
26999,50,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
29199,50,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
151999,100,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
150799,100,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
133999,100,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
121999,100,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
101599,100,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
88799,100,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
101199,100,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
4735,2,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
4399,2,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
3887,2,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3663,2,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
3431,2,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
3031,2,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
2743,2,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
2959,5,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
2619,5,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
2959,5,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3019,5,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
2959,5,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
3039,5,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
2899,5,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
4879,10,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
4479,10,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
4399,10,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
4239,10,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
3679,10,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
4119,10,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
4439,10,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
25319,30,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
25319,30,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
23759,30,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
21239,30,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
18599,30,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
17999,30,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
18959,30,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
63399,50,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
65599,50,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
59599,50,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
52799,50,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
46799,50,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
45999,50,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
47599,50,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
241599,100,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
242399,100,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
222799,100,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
201199,100,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
181999,100,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
177199,100,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
189999,100,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
4983,2,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
4319,2,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
3911,2,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3791,2,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
3287,2,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
3031,2,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
2775,2,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
3399,5,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
3959,5,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
3159,5,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
2919,5,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
2679,5,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
3039,5,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
3199,5,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
5599,10,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
5519,10,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
5039,10,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
4799,10,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
4279,10,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
4399,10,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
4839,10,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
38879,30,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
36239,30,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
33959,30,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
34679,30,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
30359,30,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
30599,30,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
32159,30,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
105999,50,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
107399,50,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
102999,50,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
100199,50,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
91799,50,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
85199,50,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
90999,50,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
464799,100,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
445999,100,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
422399,100,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
419199,100,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
384799,100,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
363199,100,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
392799,100,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
4551,2,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4071,2,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
3783,2,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3663,2,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
3231,2,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
2807,2,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
2671,2,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
2999,5,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
2679,5,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
2799,5,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
2839,5,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
2439,5,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
2719,5,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
2659,5,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
4399,10,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4079,10,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
3999,10,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3999,10,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
3559,10,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
3719,10,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
4279,10,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
18959,30,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
17759,30,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
16319,30,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
15359,30,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
12239,30,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
11999,30,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
13919,30,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
44199,50,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
43199,50,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
39599,50,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
34599,50,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
27599,50,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
26999,50,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
30199,50,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
145199,100,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
148399,100,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
136799,100,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
117599,100,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
95999,100,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
90799,100,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
98399,100,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
4615,2,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4423,2,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
3951,2,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3599,2,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
3487,2,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
3007,2,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
2703,2,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
3019,5,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
3039,5,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
2679,5,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
2719,5,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
2659,5,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
2959,5,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
3139,5,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
4679,10,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
5079,10,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
4599,10,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
4039,10,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
3639,10,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
3919,10,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
4599,10,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
25559,30,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
23519,30,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
22919,30,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
20999,30,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
18959,30,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
18359,30,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
18959,30,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
65799,50,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
65799,50,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
58599,50,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
57599,50,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
49599,50,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
46799,50,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
50399,50,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
242399,100,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
238799,100,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
225999,100,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
205999,100,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
185199,100,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
167199,100,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
189199,100,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
2839,2,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4591,2,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
4127,2,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3711,2,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
3551,2,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
3031,2,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
2687,2,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
3379,5,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
3159,5,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
2939,5,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
2699,5,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
3099,5,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
3019,5,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
3219,5,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
5519,10,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
5199,10,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
4959,10,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
4719,10,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
4359,10,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
