,iter,sigma,best_fit,mean_fit
0,1.0,1.0,38.457019220578125,25.80004163157076
1,2.0,7.38905609893065,272.81149502784297,24.398141253278695
2,3.0,5.91669359066433,26.533429532314823,24.303099371461542
3,4.0,4.737717859643079,22.425930926501938,23.669292298739823
4,5.0,4.764790459669732,21.633993102937797,22.99390118071361
5,6.0,6.018703043746412,20.679829728781417,22.505205614969164
6,7.0,8.520287994575295,17.92092966432846,21.225149678127533
7,8.0,15.149215038135283,13.826137235345836,19.33097441772245
8,9.0,22.703228124559697,9.970374875907034,16.81267607706324
9,10.0,28.677858842428083,7.84151558490813,13.103865191411364
10,11.0,34.2184007416999,4.679991635139698,9.444693717328775
11,12.0,76.41525401935903,19.782043999096114,4.171816556758075
12,13.0,61.18855204668972,2.931524032972515,2.0891774212034284
13,14.0,61.53819996681615,2.0446384648036076,1.4636521395318465
14,15.0,52.16521818036123,2.7065258531644623,1.399954767070798
15,16.0,41.77064132833111,2.4389904085427796,1.4617225137080894
16,17.0,33.44731485541734,1.5825236724587688,1.3375118678928142
17,18.0,26.782516031867655,1.3132172250045586,1.2399641785468594
18,19.0,22.70322812455969,1.1515356812378796,1.045070595628942
19,20.0,20.373703276796366,1.205574214402097,1.0526000599640162
20,21.0,16.313986249659585,1.0464356935927752,1.0445918419337432
21,22.0,13.829176878163654,1.046236645659764,1.0261812780830024
22,23.0,11.073539177897937,0.9856922476410542,1.1653809208698118
23,24.0,9.937309363967273,0.9612505109897188,1.004938482210596
24,25.0,52.16521818036122,1.9698861794027884,1.0994273439212376
25,26.0,41.7706413283311,1.4093750091788848,1.1454857156860363
26,27.0,33.44731485541734,1.3978148903964112,1.0415455305975043
27,28.0,26.782516031867655,1.2817099654901534,1.091012516053509
28,29.0,21.44576233093548,1.069674036283546,1.048443824659808
29,30.0,18.17932392628776,1.0804897766175836,1.044611530969507
30,31.0,14.556864627519053,1.0734387651950554,1.016375616631533
31,32.0,11.656225976451156,1.0310595528787063,1.0276647964502568
32,33.0,9.333576116194934,1.0279671345099872,1.0245800138989463
33,34.0,7.473743499208279,1.0008012687999792,1.0066395824472947
34,35.0,7.516450489039688,0.9223467457444163,1.011768667607825
35,36.0,7.140708247872556,0.9775598152219338,0.9995700079242631
36,37.0,7.602597981048094,0.5248278684436904,0.8577223634880532
37,38.0,6.8225132808794795,0.7525274443180445,0.7401360717430331
38,39.0,5.783365357248091,0.9023264842398385,0.6720701999011007
39,40.0,4.630956956281874,0.9263327059969237,0.9394285922944537
40,41.0,3.7081804461926744,0.7467888653193211,0.8223521065476289
41,42.0,4.179532633840431,0.8875641362746196,0.6680098566536135
42,43.0,3.346708106627433,0.8039969623514693,1.1826059172992935
43,44.0,2.6798343576214787,0.6323437293253988,0.9801105230037297
